payment_id,user_id,amount,currency,payment_ts,payment_method
bae6b339-8b2c-4ef8-a52b-aea069680bb0,user_041288,4.99,USD,2026-02-12T04:58:00,card
b193e6fb-58d1-4e03-a2bb-95d187c50568,user_030880,19.99,USD,2026-04-02T23:21:00,google_pay
d12a359d-97bf-48e2-b309-8c97af13b736,user_017395,29.99,USD,2026-05-12T01:08:00,google_pay
2b6e2bba-7ad4-436d-8873-0f556db1ff2e,user_001994,19.99,USD,2026-01-12T18:02:00,google_pay
0a54afc9-68d3-4586-9dbd-7eaaf307b503,user_023423,9.99,USD,2026-02-20T01:46:00,google_pay
fc0be760-5074-4196-9191-b96426cc6aab,user_040921,9.99,USD,2026-04-17T18:58:00,apple_pay
683647ff-dde1-4aa9-8371-913c18841dbd,user_000500,9.99,USD,2026-02-27T21:36:00,apple_pay
ec685b1f-54ae-4d21-aac2-2e1801031dd7,user_026739,9.99,USD,2026-02-28T18:52:00,card
eb5580c5-c1ae-4305-8646-422eea951778,user_001431,9.99,USD,2026-02-07T03:42:00,card
e3eb9e8a-8c11-4742-99d6-e7d6253c7f14,user_013626,4.99,USD,2026-04-20T04:17:00,google_pay
e0b915ad-a905-44d9-b092-5a3c4bfe2d2b,user_016346,9.99,USD,2026-05-20T22:33:00,google_pay
0dffd4be-9aa4-489e-a32e-49119b597720,user_012478,19.99,USD,2026-01-10T11:26:00,google_pay
7dabe592-0630-47e3-a642-8a961460eda2,user_009793,4.99,USD,2026-03-03T01:57:00,card
8fb70937-e1d6-406b-8f3e-eb7ec570a4c2,user_009793,29.99,USD,2026-03-25T09:27:00,google_pay
c3bc34d2-681b-474b-aa5f-dd73b51628ee,user_018903,19.99,USD,2026-03-14T00:47:00,card
30ab18a1-4e27-415a-ba5d-0bebd93333da,user_046448,9.99,USD,2026-03-10T12:31:00,apple_pay
8bd199f7-3fc3-43a4-9837-4ffd4d035a26,user_024773,4.99,USD,2026-05-08T12:19:00,apple_pay
fe133ada-9010-4486-9050-f7d17c6334ae,user_005361,19.99,USD,2026-01-24T13:46:00,apple_pay
57cdd682-e0c7-4799-a5d7-c971db12563f,user_018918,29.99,USD,2026-04-19T06:23:00,apple_pay
07a064b0-2292-4f19-9a62-f4760a8a49b7,user_030962,19.99,USD,2026-03-28T19:22:00,google_pay
6d9e9dc1-4824-4f45-a1cc-5b4ad96e567b,user_044719,29.99,USD,2026-03-15T04:11:00,google_pay
c7f8e93a-a0b2-4506-8760-e85f785da071,user_005200,29.99,USD,2026-02-06T16:27:00,google_pay
6d40fe81-340c-4d90-8024-c1fcd55274dc,user_025912,9.99,USD,2026-04-05T14:51:00,card
cb8f4ddb-2171-42fe-b09a-bbf1bdbc76c9,user_028149,29.99,USD,2026-03-29T16:31:00,card
2b2e28d3-6e22-4e30-a9f0-dd729b311fad,user_004305,4.99,USD,2026-03-01T06:19:00,card
d52dc58a-0cb5-4f81-acd8-4152f784b666,user_040563,19.99,USD,2026-03-21T06:14:00,card
36413044-a0fa-4f45-b98e-4d559e50dca0,user_025326,9.99,USD,2026-03-03T19:15:00,card
3db29e67-757d-4f22-b4c9-e879ee21e102,user_044859,4.99,USD,2026-01-19T08:23:00,card
461bdf3e-e231-4d7f-a5af-d002c6130a46,user_048544,9.99,USD,2026-04-26T21:28:00,google_pay
85f6d2d1-e286-472b-b676-3323db81044d,user_009315,9.99,USD,2026-05-01T11:07:00,apple_pay
260da9bf-b616-4a2a-b82e-d2b10594a5db,user_012082,19.99,USD,2026-05-03T23:30:00,google_pay
15fe24aa-f04c-40ca-947f-7d990d12d71e,user_012082,4.99,USD,2026-03-09T03:14:00,card
126866f3-2f5f-479b-bda1-8c4e3b297549,user_030273,4.99,USD,2026-04-02T04:34:00,apple_pay
0eaae37b-1cb3-482a-8338-03c3e54b0ffe,user_037919,19.99,USD,2026-03-04T04:25:00,google_pay
26aecc6a-8169-46b9-a931-70e96be71739,user_045132,19.99,USD,2026-01-20T13:40:00,apple_pay
fe7f4b50-207d-4b1c-9317-75cdb6ba900e,user_016179,19.99,USD,2026-02-12T07:14:00,card
02001d0d-da8b-495c-8274-a9eb966a882f,user_020208,29.99,USD,2026-02-04T02:48:00,card
c39da7fb-cbab-450b-9de8-36eb52f671d1,user_042968,9.99,USD,2026-04-27T19:51:00,google_pay
db7a4fcf-23b2-4e27-b124-b72fb215a62b,user_016101,29.99,USD,2026-04-19T00:03:00,google_pay
8978b2b7-9d7a-4f9d-a8ad-8978aa4e60f5,user_020575,4.99,USD,2026-05-04T03:53:00,apple_pay
04f4241b-e7f4-447d-9f84-6e23cdf58f12,user_016324,4.99,USD,2026-05-30T15:18:00,google_pay
6770eed7-c238-4c03-a868-c6ab9a0e5578,user_036996,4.99,USD,2026-05-13T11:34:00,card
ec3b5768-92d4-4015-bc45-e852131b0b1e,user_013977,29.99,USD,2026-01-31T22:52:00,google_pay
2a3c1085-47f0-4445-a09a-92c8710f6bac,user_026460,19.99,USD,2026-03-25T22:59:00,card
7211d00e-136c-491e-9e31-9cf2c17b5907,user_043431,9.99,USD,2026-04-20T01:48:00,apple_pay
010dbbb0-72e5-474c-8609-5f9d2d841ab9,user_023598,29.99,USD,2026-03-19T20:59:00,card
266543d9-26bf-47c9-bafd-a0a27f0f3285,user_017596,29.99,USD,2026-02-06T03:19:00,apple_pay
753e7252-b33e-411a-8082-9a6dd8bcfbf4,user_017019,19.99,USD,2026-03-06T23:33:00,apple_pay
c61e354f-fb20-460c-95c1-c5b6c14ead1b,user_017181,29.99,USD,2026-04-08T16:15:00,apple_pay
ff4d27d2-11c3-40b8-86f8-b50cb48f3be8,user_046918,29.99,USD,2026-01-30T13:07:00,card
c7aa557f-51c8-4d11-a5db-66a6140a05d0,user_041049,29.99,USD,2026-02-24T07:06:00,card
8ac7593c-47dd-44b4-b5d7-c99078aaa284,user_008673,19.99,USD,2026-02-09T21:46:00,apple_pay
a6ad74b4-3d6f-46f3-b003-0a007db2f95c,user_010008,9.99,USD,2026-04-12T13:41:00,google_pay
496d5ab0-cb1b-4ea0-976e-be180274b84d,user_003351,4.99,USD,2026-04-17T15:05:00,card
2a77426c-f829-409c-92f1-e8ea77d1f443,user_031201,29.99,USD,2026-04-13T09:45:00,google_pay
50c3b5b8-9b52-4581-92b6-514a72c85f85,user_031201,19.99,USD,2026-04-20T21:56:00,card
8a685b9a-0eae-48ec-96ef-0727711f3b6d,user_027647,29.99,USD,2026-02-15T17:28:00,card
305df1ef-26c5-4613-81cb-2f69c0fa9d2d,user_047980,19.99,USD,2026-04-15T17:20:00,apple_pay
5e85eef0-7b7a-4530-9b6d-643a02bcd3d6,user_034196,19.99,USD,2026-02-17T22:29:00,card
3c7ea4cc-8ec5-4d05-9ca1-9556bcd18e1c,user_046523,9.99,USD,2026-05-05T13:46:00,google_pay
01f35994-64f7-4ca2-869b-20b8c4381f7b,user_025778,4.99,USD,2026-03-24T10:13:00,card
5cf4f0f9-0a38-448e-b39b-c67db7da8422,user_040005,9.99,USD,2026-03-29T18:59:00,card
de4e4b1f-e5d0-485d-90f9-21e1e11e1caf,user_031558,19.99,USD,2026-01-14T21:26:00,apple_pay
f36263cf-542b-48f8-bb62-34424e75592d,user_019731,9.99,USD,2026-05-17T07:44:00,apple_pay
974bf2f9-423b-496f-aa95-c9c54d7a4b12,user_044507,29.99,USD,2026-04-05T02:54:00,apple_pay
80eb59e6-0e42-48c8-9f6b-d68198ebace3,user_030911,29.99,USD,2026-03-18T12:34:00,card
d0a82a6f-93ed-46a9-841c-9385ce6bfc1e,user_006340,29.99,USD,2026-03-27T09:46:00,apple_pay
eaa0027b-dd66-4239-9f0c-2a3922e6acc1,user_016110,4.99,USD,2026-05-05T05:28:00,card
e507ded0-46d3-4d49-bc9e-7a0f425f9ed2,user_011888,9.99,USD,2026-04-23T15:33:00,google_pay
d263ed56-035e-4817-aded-d2da556e7d0a,user_011888,9.99,USD,2026-03-11T15:18:00,google_pay
2a50726c-0e46-449d-b429-961334987061,user_013125,19.99,USD,2026-01-10T11:08:00,card
fda3c9ca-dcd0-4510-ad4c-f17d44a8ca42,user_013125,9.99,USD,2026-03-17T23:33:00,card
e4253395-c72d-42ba-a823-f2a72343a065,user_005879,29.99,USD,2026-03-27T05:03:00,apple_pay
55b61d86-9a91-479e-8f8e-90ee912fd897,user_027779,9.99,USD,2026-05-14T11:28:00,card
3f61f0aa-cdd2-421e-b367-e96fe6dd5bbf,user_002230,9.99,USD,2026-04-09T19:59:00,card
edea2125-114f-47d5-b4b2-ceb1501c8a18,user_005655,19.99,USD,2026-04-01T07:06:00,card
6ca45ecd-0e2d-40a3-90e7-3cf29895041a,user_005655,29.99,USD,2026-03-11T11:44:00,google_pay
c38ed500-119f-474b-8298-9bc19470af57,user_010523,9.99,USD,2026-05-02T11:05:00,card
e7150502-723c-472b-b8b0-cd4ee3977d58,user_017723,9.99,USD,2026-02-08T02:27:00,apple_pay
f307374b-503d-4771-912a-7c5d9818d77a,user_022061,4.99,USD,2026-04-19T14:53:00,google_pay
e22fbf1b-b635-4dc8-95cc-e692241f37fd,user_023177,29.99,USD,2026-01-25T08:18:00,apple_pay
731403cc-95a5-4f58-9f74-8dd25235bb3e,user_018363,4.99,USD,2026-03-31T18:04:00,card
51e43757-b83d-4c03-b2ce-a74d15975d2f,user_008575,19.99,USD,2026-02-17T21:00:00,google_pay
69487b7b-6163-4125-8a6c-ffc960aafe7b,user_002726,4.99,USD,2026-02-15T16:44:00,card
125f6eec-3797-42ab-9f48-d259da4e3cf8,user_025645,4.99,USD,2026-02-17T00:23:00,card
f235fe94-2f61-47ab-a15b-4e5b714bf6e1,user_006400,9.99,USD,2026-02-04T00:14:00,google_pay
ebfe014b-b2ed-4eb1-82cb-9e6799447e47,user_036282,29.99,USD,2026-05-05T15:46:00,card
0ad0e65d-219b-47e2-aad1-562624fc1691,user_036282,19.99,USD,2026-03-14T23:41:00,google_pay
ec566feb-9047-42ef-bfa2-88a310d59b1b,user_004891,29.99,USD,2026-03-18T07:02:00,card
3d97fb5c-bfe4-4af8-bbc0-321a33e65f1e,user_024573,29.99,USD,2026-02-03T20:27:00,card
52d85ef0-cbdb-4f4b-8e19-9fa44278fa35,user_001589,19.99,USD,2026-04-18T14:39:00,apple_pay
0ab63d97-78c9-414e-83b3-aabb8f14a2de,user_040575,29.99,USD,2026-04-15T02:06:00,card
39277283-3b93-4b6d-bcec-2f2adb7e0725,user_036708,4.99,USD,2026-02-11T07:03:00,google_pay
c7c40428-49c8-4d4f-8d99-777f74b87a01,user_009852,19.99,USD,2026-04-07T16:10:00,google_pay
ce9c590a-b97f-4ea3-95a3-ebc99178e218,user_022665,4.99,USD,2026-04-20T21:24:00,google_pay
985dbbc3-c6bc-4d8d-9288-14ed8bb73c8a,user_049482,19.99,USD,2026-02-12T21:06:00,card
8aac6e42-f9bb-4c1b-98cc-1db212f16957,user_019454,9.99,USD,2026-05-04T13:47:00,apple_pay
5fddc24c-404f-4df5-8c8b-9ab530b05dcf,user_039594,19.99,USD,2026-03-24T15:16:00,google_pay
e3d9c138-53c9-4c83-a33e-6b5f36c12da8,user_001261,29.99,USD,2026-04-27T14:06:00,card
7a91784c-2d07-43aa-90dd-cf831b45d12f,user_025205,19.99,USD,2026-05-05T06:19:00,card
244a9bc1-d066-4ab3-9aef-ebb7deddf2bc,user_034267,19.99,USD,2026-03-28T05:48:00,card
0ff5b90f-bcb8-4b75-8fd3-946ded8ba0a1,user_045207,29.99,USD,2026-03-20T23:26:00,card
3290f185-6988-46bb-940c-be17ab64efee,user_043037,9.99,USD,2026-01-06T08:04:00,google_pay
08e9b0d9-f163-49ef-b746-d45e5d02f3c2,user_038894,4.99,USD,2026-04-10T13:10:00,card
68b6897e-5b46-4701-b4e8-53824fe87148,user_047631,19.99,USD,2026-02-09T12:39:00,google_pay
067f0479-4315-435d-b4ba-507f3a9fee68,user_025988,29.99,USD,2026-04-24T04:57:00,card
d3c1537b-750c-4ebc-ae71-f3d96d481947,user_025988,4.99,USD,2026-05-09T10:17:00,google_pay
d48210a3-6ded-464f-bf68-e0a196a99439,user_025988,19.99,USD,2026-04-19T05:07:00,google_pay
247120bc-433d-4b74-8080-5468ad6969a5,user_040187,19.99,USD,2026-04-13T17:32:00,apple_pay
f294b8e4-f7ac-4057-b624-bf62a1149415,user_003581,29.99,USD,2026-04-18T12:27:00,card
b14c59ab-90a4-4a33-a03b-697ff099c260,user_009748,29.99,USD,2026-04-30T00:00:00,card
87120029-d1a3-4018-bd2d-e11d52c16c36,user_013985,4.99,USD,2026-04-16T18:53:00,card
4a0bf4b0-9b17-48a2-bdd6-3b963b5cb37b,user_025591,29.99,USD,2026-04-25T18:00:00,google_pay
3d1990bd-4d31-48e4-b42c-4e611f05c608,user_031191,29.99,USD,2026-05-07T03:16:00,apple_pay
3dab90ff-9858-4cbe-80c0-919a92572e96,user_034348,29.99,USD,2026-03-25T10:18:00,google_pay
f7181221-c3fb-489c-92db-db5826960999,user_049478,9.99,USD,2026-03-01T06:42:00,card
1c9b662c-3bb5-4c53-9b30-d2c80eff5567,user_020525,4.99,USD,2026-02-13T13:42:00,apple_pay
05849061-d9c2-4a48-be64-7359d56fc89e,user_013835,9.99,USD,2026-03-09T05:36:00,apple_pay
a4103e7b-9008-4023-bb9a-e9e1e9ad728a,user_012608,29.99,USD,2026-04-21T05:14:00,apple_pay
f1c78da6-88cf-4fc7-991c-2acb256a586f,user_038764,19.99,USD,2026-04-04T16:02:00,card
d5de9779-b29b-45f7-814f-bac7cf4953cd,user_030517,9.99,USD,2026-02-20T12:56:00,apple_pay
0fb4c53e-772e-4da8-b961-2cc71f58852d,user_014601,29.99,USD,2026-05-02T20:28:00,google_pay
edc128b3-b845-4006-af40-6b7a27a5cfa4,user_008668,29.99,USD,2026-05-23T09:33:00,apple_pay
cf3ef6e1-d17e-49b8-9dd4-95a9513a083e,user_028686,9.99,USD,2026-03-08T17:00:00,card
aa8fd083-ad3f-43ba-9bd0-a73924d47c55,user_001687,19.99,USD,2026-04-28T00:46:00,google_pay
355ca3e3-4fc2-4e63-96b5-0dafbf924d95,user_049994,9.99,USD,2026-02-18T02:44:00,google_pay
df55f2de-7d11-488f-b5ae-66202afd7193,user_002708,29.99,USD,2026-02-04T19:26:00,google_pay
0a776ecb-cba7-4bae-985a-784d5eec37d6,user_042981,29.99,USD,2026-04-03T02:19:00,card
c7f3b7fd-eeb4-4fd0-a8ce-a2127d9ef0a7,user_008874,9.99,USD,2026-03-04T23:27:00,card
dcf247bf-1368-4f7d-b756-5b2e68e52b6b,user_003904,19.99,USD,2026-03-28T14:32:00,apple_pay
794ad452-b011-4fdf-a638-32ad6ce46f59,user_037410,19.99,USD,2026-03-31T01:04:00,google_pay
0e2f4a85-1912-4229-a89a-9d936f281287,user_005318,19.99,USD,2026-03-21T18:11:00,google_pay
4b3bad5e-6b24-400a-8436-5bde59ebc8f7,user_045228,9.99,USD,2026-02-15T05:10:00,apple_pay
a4a5a01a-0263-4630-a0f8-dddb4d589ecc,user_042779,4.99,USD,2026-04-05T09:33:00,google_pay
45dbd173-b851-410b-bfc7-456f29118056,user_036751,29.99,USD,2026-02-19T08:06:00,card
1cfa442b-9663-4f5f-afe9-106c508b3180,user_040221,4.99,USD,2026-03-25T23:36:00,google_pay
964a810b-f8a7-4651-b1a1-8ff063fbbdee,user_047898,9.99,USD,2026-01-23T13:07:00,card
41deb72f-f09d-4b6b-bb97-49877fc1e645,user_033286,29.99,USD,2026-04-21T21:32:00,apple_pay
3eae246d-185a-4937-a293-921507b5f832,user_038120,29.99,USD,2026-03-07T04:18:00,apple_pay
cae45516-e6e2-4048-a6f5-fcdd0c427f71,user_036611,4.99,USD,2026-04-24T13:34:00,card
1c3c0f62-0020-4e6f-9777-74e624685fb9,user_022221,19.99,USD,2026-05-04T04:19:00,apple_pay
813e4901-9f7f-4c81-9428-7f8137a1a616,user_028624,19.99,USD,2026-02-14T02:25:00,google_pay
e34e4758-0492-4390-a9e4-bf8b1b7952f0,user_003184,9.99,USD,2026-04-13T13:49:00,card
ecaaa45c-2e97-481a-b1a9-c8b0c6b6f033,user_003758,29.99,USD,2026-02-14T20:04:00,google_pay
e9916fa2-8cf1-4bbc-b07a-87ae368a7ee5,user_023580,19.99,USD,2026-05-07T19:21:00,card
7def871e-d569-40a2-8a31-b4972141406d,user_017575,4.99,USD,2026-02-18T20:10:00,apple_pay
e7d0d877-0354-43f2-bad7-d6fcd14db28e,user_011415,9.99,USD,2026-03-18T15:01:00,apple_pay
964127dd-1916-428d-8fa1-8a3968f16506,user_013975,19.99,USD,2026-04-26T18:11:00,card
f5382b80-b869-4661-8a48-ff0bf93bb065,user_016411,9.99,USD,2026-01-06T00:57:00,google_pay
4aa22808-4dd7-448d-a40f-29619aa8cb0b,user_033345,9.99,USD,2026-01-22T15:53:00,apple_pay
6d8dbf46-2a31-4105-b6dd-c891b05157d9,user_006454,9.99,USD,2026-01-07T22:38:00,google_pay
06aa8611-ae99-4ccf-bbc9-6d413554edc9,user_024954,9.99,USD,2026-02-08T13:16:00,apple_pay
f75247e8-5e49-4494-b528-dc44825354fb,user_048661,19.99,USD,2026-02-04T07:24:00,apple_pay
cceffeac-1bfe-407b-bc29-dc62f79f2797,user_008175,29.99,USD,2026-05-19T01:16:00,card
2f1af486-09e9-423a-bf7d-80b7d9ad4d21,user_042132,4.99,USD,2026-05-20T19:14:00,google_pay
de78d06a-9f55-4840-9927-5520ff3660e3,user_029818,4.99,USD,2026-02-13T21:30:00,card
4e91d374-79b5-485e-be12-a0733b20e791,user_036803,29.99,USD,2026-01-19T10:20:00,apple_pay
f740b227-521f-4dc8-8dc7-ad98eabde143,user_033196,9.99,USD,2026-05-10T03:54:00,card
94704d5c-9903-4d60-aadc-2ec4afd7cf01,user_016638,19.99,USD,2026-04-29T03:39:00,google_pay
5dd324bb-e7a7-43ca-b9e7-e82fc7da6e10,user_006640,9.99,USD,2026-04-12T10:55:00,google_pay
1449733e-c1bc-4480-a296-0a4e21a440fa,user_004737,29.99,USD,2026-03-29T09:27:00,google_pay
6981cdec-7474-41da-97cf-787af1a880c5,user_000040,29.99,USD,2026-03-28T20:17:00,google_pay
2fbcb0a6-92ab-4e1b-83e2-c897a343af99,user_021885,19.99,USD,2026-01-15T11:17:00,google_pay
6962ccc8-71b9-4c72-8f39-769092eedbbe,user_033077,29.99,USD,2026-01-31T03:55:00,card
51c745ff-70d3-4181-869f-c6999781e688,user_036423,19.99,USD,2026-03-21T12:14:00,card
bbbda02b-c7c7-47f4-a379-dea2889f226c,user_039479,19.99,USD,2026-03-08T08:40:00,apple_pay
69001781-47b8-4305-bc1f-6166af9874eb,user_038750,29.99,USD,2026-02-13T18:39:00,card
95cba0e3-3efa-4372-97ff-30c52c918d55,user_038750,29.99,USD,2026-04-06T12:02:00,google_pay
5b19afaa-b678-4bc1-a9b7-01dfb4a364d9,user_038750,4.99,USD,2026-03-11T00:05:00,google_pay
32cb042d-9ab6-49c7-94e0-09b23f3aeeec,user_026607,29.99,USD,2026-03-11T01:18:00,google_pay
046d7bf3-ef7f-4465-8076-f0f2bf85f8fd,user_020847,19.99,USD,2026-02-09T01:15:00,google_pay
92d90559-5692-4ceb-9164-2fdc67500cea,user_045108,19.99,USD,2026-03-11T14:27:00,apple_pay
d91100bb-745b-411d-b631-3f1f4d55cf3d,user_002536,4.99,USD,2026-02-24T05:23:00,apple_pay
9b62133f-7b3e-4f0f-92d6-6007fed64054,user_022286,9.99,USD,2026-02-26T23:51:00,apple_pay
ac837f9f-48a3-48b5-87dd-737e0d0aa98c,user_013668,19.99,USD,2026-03-13T04:48:00,card
4898d0f6-21c4-45b4-815f-0b82392c9553,user_008942,29.99,USD,2026-03-22T17:07:00,apple_pay
db9586b0-df26-41a3-91b9-a0f0d5012c5f,user_027449,29.99,USD,2026-05-14T01:48:00,apple_pay
ea9aeb6c-edf3-489a-b88b-138a2cf6a94b,user_011028,19.99,USD,2026-05-13T06:46:00,google_pay
465c19da-5d5d-4e31-bc32-d475cdf39dc7,user_044290,29.99,USD,2026-02-03T09:03:00,google_pay
1905f244-706f-41d0-bcb9-884aa03f04cc,user_030533,4.99,USD,2026-05-14T18:51:00,google_pay
a39efe5d-ff29-440d-bc40-06a49d7d41c3,user_022085,19.99,USD,2026-04-24T13:35:00,card
ba8a108c-f65f-4117-b021-ab35e0e33b92,user_006441,4.99,USD,2026-02-08T02:14:00,card
329c824e-78e3-48d5-9f17-f4e3ec7b33ea,user_029823,9.99,USD,2026-03-10T15:40:00,card
66a90977-7c33-4e88-8392-a3bab2dcfe35,user_015880,19.99,USD,2026-02-05T23:54:00,apple_pay
15f9d36d-f9a4-431f-a84e-ee729d5b3acd,user_005938,4.99,USD,2026-02-19T12:46:00,google_pay
9fdfdbb4-2692-4600-9c8d-eb0526d705ab,user_005938,19.99,USD,2026-04-12T08:13:00,apple_pay
b4ffe5a5-5b7b-4ef9-b07c-af43107d9cb6,user_022813,29.99,USD,2026-04-26T20:09:00,apple_pay
1b345c9f-bf8c-4315-a0c3-ef5e7262e572,user_030061,29.99,USD,2026-02-11T16:04:00,apple_pay
bbf5b778-8ab3-4521-bfa3-338f0af59250,user_023548,9.99,USD,2026-02-13T08:19:00,google_pay
