user_id,signup_ts,country,zip_code,gender,age,intent_level,is_paying,initial_right_swipe_rate,is_pruned
user_000071,2026-01-03T06:32:00,MX,23238,female,21.0,casual,0,0.479,0
user_000072,2026-03-20T19:12:00,US,59823,female,32.0,friendship,0,0.403,0
user_000073,2026-02-20T09:31:00,US,46434,female,30.0,intentional,0,0.096,0
user_000074,2026-03-09T11:39:00,AU,69429,male,23.0,casual,1,0.552,0
user_000075,2026-03-13T08:46:00,US,93320,female,40.0,intentional,0,0.207,0
user_000076,2026-03-12T08:05:00,AU,57819,female,34.0,friendship,0,0.449,0
user_000077,2026-04-07T15:41:00,CA,31319,female,31.0,intentional,0,0.419,0
user_000078,2026-04-27T22:28:00,CA,58520,male,35.0,casual,0,0.324,0
user_000079,2026-01-10T16:20:00,FR,56566,female,37.0,casual,0,0.268,0
user_000080,2026-01-03T20:01:00,CA,37460,male,34.0,friendship,0,0.114,0
user_000081,2026-04-15T23:46:00,BR,97841,female,26.0,intentional,0,0.321,0
user_000082,2026-01-03T23:25:00,BR,44993,male,24.0,casual,0,0.438,0
user_000083,2026-03-15T04:59:00,US,78749,male,30.0,intentional,0,0.549,0
user_000084,2026-01-07T23:53:00,AU,99593,nonbinary,25.0,casual,0,0.285,0
user_000085,2026-01-27T05:32:00,IN,94939,male,26.0,casual,0,0.299,0
user_000086,2026-01-11T09:22:00,GB,19358,male,35.0,intentional,0,0.5,0
user_000087,2026-03-01T11:35:00,CA,89840,female,19.0,intentional,0,0.251,0
user_000088,2026-03-27T20:41:00,FR,93227,male,31.0,intentional,0,0.285,0
user_000089,2026-04-09T19:30:00,US,32431,female,29.0,intentional,0,0.307,0
user_000090,2026-03-06T23:20:00,MX,80010,male,,casual,0,0.185,0
user_000091,2026-01-09T13:20:00,MX,42087,female,25.0,friendship,0,0.198,0
user_000092,2026-02-23T06:59:00,BR,31417,female,28.0,casual,0,0.095,0
user_000093,2026-03-20T06:57:00,US,70589,female,40.0,friendship,0,0.084,0
user_000094,2026-01-26T00:39:00,BR,59735,male,27.0,intentional,0,0.328,0
user_000095,2026-04-12T18:37:00,US,78749,female,36.0,friendship,0,0.416,0
user_000096,2026-02-28T01:34:00,GB,45382,male,39.0,casual,0,0.501,0
user_000097,2026-03-25T20:46:00,US,93886,female,28.0,casual,0,0.16,0
user_000098,2026-01-04T01:23:00,US,83000,male,29.0,intentional,0,0.377,0
user_000099,2026-01-07T12:42:00,CA,38785,male,35.0,friendship,0,0.116,0
user_000100,2026-03-19T12:43:00,US,99733,female,30.0,casual,0,0.154,0
user_000101,2026-03-01T13:43:00,US,78749,nonbinary,22.0,friendship,0,0.378,0
user_000102,2026-03-29T17:25:00,BR,52504,female,18.0,friendship,1,0.212,0
user_000103,2026-02-28T20:54:00,BR,17331,female,37.0,intentional,0,0.417,0
user_000104,2026-01-29T23:10:00,CA,40021,female,30.0,casual,0,0.778,0
user_000105,2026-01-20T09:58:00,GB,14207,male,26.0,casual,0,0.308,0
user_000106,2026-04-10T10:14:00,MX,51347,male,21.0,casual,0,0.107,0
user_000107,2026-03-12T20:12:00,US,78749,female,33.0,casual,1,0.289,0
user_000108,2026-01-05T03:59:00,ES,62581,female,31.0,friendship,0,0.168,0
user_000109,2026-03-22T03:01:00,GB,45093,male,30.0,casual,0,0.139,0
user_000110,2026-04-24T16:29:00,MX,18675,male,23.0,intentional,1,0.253,0
user_000111,2026-03-21T09:39:00,US,37653,male,35.0,friendship,0,0.247,0
user_000112,2026-03-22T19:45:00,DE,84341,female,34.0,friendship,0,0.236,0
user_000113,2026-02-17T16:23:00,BR,51245,female,38.0,casual,0,0.319,0
user_000114,2026-02-27T00:20:00,BR,37869,female,27.0,intentional,0,0.41,0
user_000115,2026-04-25T00:11:00,US,95909,male,29.0,friendship,1,0.257,0
user_000116,2026-02-04T07:48:00,IN,75435,female,23.0,intentional,0,0.333,0
user_000117,2026-03-23T04:31:00,FR,61856,female,37.0,intentional,0,0.214,0
user_000118,2026-04-09T21:13:00,US,94259,male,29.0,casual,0,0.136,0
user_000119,2026-04-09T10:40:00,US,70142,male,21.0,intentional,0,0.211,0
user_000120,2026-01-28T09:35:00,IN,28726,nonbinary,38.0,casual,0,0.203,0
user_000121,2026-04-29T03:06:00,FR,44718,male,22.0,casual,0,0.22,0
user_000122,2026-01-29T12:52:00,MX,28301,male,29.0,casual,0,0.21,0
user_000123,2026-01-08T13:57:00,US,42325,male,23.0,casual,0,0.192,0
user_000124,2026-01-29T09:09:00,ES,83579,male,32.0,intentional,0,0.55,0
user_000125,2026-01-16T19:46:00,FR,80644,female,24.0,casual,0,0.215,0
user_000126,2026-02-23T14:30:00,AU,44438,female,32.0,friendship,0,0.285,0
user_000127,2026-04-15T19:47:00,GB,86622,female,32.0,casual,0,0.092,0
user_000128,2026-04-14T22:29:00,MX,66155,male,31.0,casual,0,0.136,0
user_000129,2026-01-04T03:57:00,IN,86484,male,29.0,casual,0,0.072,0
user_000130,2026-03-20T03:03:00,DE,62350,female,32.0,casual,0,0.319,0
user_000131,2026-01-18T02:18:00,US,57447,male,29.0,casual,0,0.223,0
user_000132,2026-01-16T21:26:00,US,38746,female,42.0,casual,0,0.505,0
user_000133,2026-04-02T03:32:00,US,28131,female,28.0,casual,0,0.5,0
user_000134,2026-03-30T11:22:00,BR,76784,female,28.0,intentional,0,0.578,0
user_000135,2026-04-11T00:54:00,IN,74686,male,30.0,intentional,0,0.536,0
user_000136,2026-03-03T16:02:00,US,78749,male,29.0,casual,1,0.139,0
user_000137,2026-03-21T04:10:00,US,21915,male,34.0,intentional,0,0.141,0
user_000138,2026-03-19T12:02:00,ES,16175,male,23.0,casual,0,0.308,0
user_000139,2026-03-20T03:20:00,AU,24371,female,18.0,casual,0,0.219,0
user_000140,2026-03-19T06:48:00,CA,30033,male,34.0,friendship,0,0.107,0
user_000141,2026-01-22T13:59:00,AU,92240,female,33.0,casual,0,0.329,0
user_000142,2026-04-11T17:32:00,IN,30969,female,39.0,casual,0,0.431,0
user_000143,2026-01-02T05:43:00,ES,99192,female,31.0,casual,0,0.474,0
user_000144,2026-01-23T08:47:00,IN,65333,female,20.0,intentional,0,0.163,0
user_000145,2026-04-17T14:23:00,BR,88172,male,18.0,casual,0,0.509,0
user_000146,2026-02-27T15:03:00,IN,18326,male,38.0,intentional,0,0.41,0
user_000147,2026-01-08T08:47:00,FR,60432,male,36.0,intentional,0,0.28,0
user_000148,2026-01-27T14:44:00,ES,60019,male,40.0,intentional,0,0.076,0
user_000149,2026-03-10T14:11:00,BR,88104,female,27.0,casual,1,0.141,0
user_000150,2026-04-23T06:25:00,CA,71348,male,27.0,casual,0,0.449,0
user_000151,2026-02-22T17:45:00,US,79352,male,26.0,casual,0,0.267,0
user_000152,2026-04-19T05:16:00,DE,42953,female,28.0,intentional,1,0.434,0
user_000153,2026-04-18T00:39:00,ES,82512,male,34.0,friendship,1,0.089,1
user_000154,2026-01-31T15:11:00,IN,11504,female,19.0,friendship,0,0.53,0
user_000155,2026-03-09T12:06:00,CA,99166,male,24.0,casual,0,0.143,0
user_000156,2026-01-20T22:50:00,MX,25014,female,32.0,casual,1,0.583,0
user_000157,2026-04-05T04:15:00,US,99353,female,37.0,intentional,0,0.175,0
user_000158,2026-04-03T00:03:00,IN,80381,male,23.0,intentional,0,0.17,0
user_000159,2026-01-25T12:17:00,DE,44973,male,25.0,intentional,0,0.402,0
user_000160,2026-03-25T19:19:00,CA,94012,male,25.0,casual,0,0.204,0
user_000161,2026-01-11T21:48:00,IN,54587,male,22.0,casual,0,0.3,0
user_000162,2026-02-21T03:00:00,IN,24621,male,24.0,intentional,0,0.208,0
user_000163,2026-02-26T19:27:00,BR,48469,female,31.0,friendship,0,0.446,0
user_000164,2026-01-29T03:20:00,IN,66985,male,19.0,intentional,0,0.447,0
user_000165,2026-03-23T07:41:00,US,30730,female,29.0,friendship,0,0.569,0
user_000166,2026-02-06T05:01:00,GB,69470,male,31.0,friendship,0,0.298,0
user_000167,2026-03-09T02:26:00,IN,10425,male,27.0,intentional,0,0.193,0
user_000168,2026-02-03T20:17:00,AU,44522,male,23.0,friendship,0,0.389,0
user_000169,2026-01-30T00:28:00,GB,75612,male,40.0,casual,0,0.255,0
user_000170,2026-01-10T05:47:00,US,33416,male,29.0,friendship,1,0.41,0
user_000171,2026-04-16T13:31:00,BR,76542,female,32.0,casual,0,0.374,0
user_000172,2026-03-17T14:42:00,US,23947,female,27.0,casual,0,0.019,0
user_000173,2026-01-09T06:21:00,IN,91959,female,39.0,casual,0,0.088,0
user_000174,2026-01-25T12:00:00,US,49117,female,27.0,casual,0,0.136,0
user_000175,2026-01-11T14:06:00,BR,93748,female,27.0,friendship,0,0.262,0
user_000176,2026-02-19T21:42:00,MX,76540,female,29.0,friendship,0,0.243,0
user_000177,2026-01-15T10:45:00,US,89818,female,,casual,0,0.068,0
user_000178,2026-03-18T21:36:00,CA,36071,male,22.0,casual,1,0.292,0
user_000179,2026-01-06T02:33:00,BR,30032,male,18.0,intentional,0,0.091,0
user_000180,2026-02-06T18:26:00,DE,59009,male,28.0,friendship,0,0.267,0
user_000181,2026-03-24T08:10:00,BR,31174,female,19.0,friendship,0,0.323,0
user_000182,2026-02-19T07:40:00,MX,80697,female,28.0,casual,0,0.356,0
user_000183,2026-04-26T09:02:00,US,79514,female,28.0,casual,1,0.061,1
user_000184,2026-04-25T07:53:00,MX,10074,male,19.0,friendship,0,0.071,0
user_000185,2026-04-02T20:26:00,GB,88504,female,21.0,casual,1,0.144,1
user_000186,2026-02-11T13:08:00,BR,52487,male,30.0,intentional,0,0.453,0
user_000187,2026-02-27T13:13:00,ES,74042,male,21.0,intentional,0,0.19,0
user_000188,2026-04-16T22:08:00,IN,12552,nonbinary,30.0,intentional,0,0.356,0
user_000189,2026-03-03T11:34:00,CA,24662,nonbinary,24.0,casual,0,0.207,0
user_000190,2026-01-14T20:26:00,CA,57576,male,28.0,casual,0,0.244,0
user_000191,2026-03-25T03:17:00,BR,50306,male,27.0,casual,0,0.136,0
user_000192,2026-04-11T17:08:00,DE,41385,male,32.0,intentional,0,0.427,0
user_000193,2026-02-18T01:20:00,US,17592,male,28.0,friendship,1,0.041,0
user_000194,2026-04-06T16:03:00,US,41571,female,24.0,casual,0,0.15,0
user_000195,2026-01-28T15:58:00,MX,84364,female,32.0,intentional,0,0.189,0
user_000196,2026-03-16T01:40:00,US,78749,male,30.0,friendship,0,0.473,0
user_000197,2026-01-17T15:03:00,DE,20322,female,18.0,casual,0,0.203,0
user_000198,2026-01-30T17:18:00,US,21226,female,26.0,casual,0,0.423,0
user_000199,2026-01-11T16:29:00,BR,73699,male,33.0,intentional,1,0.439,0
user_000200,2026-04-02T22:42:00,GB,19071,female,26.0,intentional,0,0.69,0
user_000201,2026-01-26T08:22:00,US,79822,male,29.0,casual,0,0.499,0
user_000202,2026-01-26T16:36:00,GB,26483,female,23.0,intentional,0,0.546,0
user_000203,2026-02-04T08:03:00,US,78749,female,32.0,casual,0,0.124,0
user_000204,2026-02-19T11:24:00,IN,26828,male,32.0,casual,0,0.18,0
user_000205,2026-03-04T23:07:00,US,96474,male,24.0,friendship,0,0.169,0
user_000206,2026-01-01T07:38:00,ES,72296,male,30.0,casual,0,0.501,0
user_000207,2026-01-28T05:29:00,DE,82063,female,24.0,casual,0,0.246,0
user_000208,2026-02-13T05:11:00,US,31643,male,22.0,intentional,0,0.439,0
user_000209,2026-04-21T06:28:00,AU,44741,male,34.0,casual,0,0.125,0
user_000210,2026-01-30T12:40:00,US,78749,female,42.0,friendship,0,0.091,0
user_000211,2026-04-12T23:47:00,CA,79163,female,27.0,friendship,0,0.056,0
user_000212,2026-01-09T14:58:00,US,78749,male,31.0,friendship,0,0.37,0
user_000213,2026-03-21T03:33:00,DE,89507,female,33.0,casual,1,0.38,0
user_000214,2026-01-27T07:50:00,FR,65461,female,28.0,casual,0,0.257,0
user_000215,2026-04-30T01:45:00,BR,37760,female,19.0,intentional,0,0.229,0
user_000216,2026-01-31T13:21:00,MX,80686,female,19.0,casual,1,0.249,0
user_000217,2026-04-25T13:26:00,IN,36365,female,27.0,intentional,0,0.415,0
user_000218,2026-02-20T18:28:00,IN,50857,female,25.0,intentional,0,0.124,0
user_000219,2026-04-08T20:19:00,FR,62296,male,33.0,intentional,0,0.198,0
user_000220,2026-01-05T03:45:00,US,98039,female,24.0,intentional,0,0.095,0
user_000221,2026-04-12T10:18:00,GB,95180,male,22.0,friendship,0,0.411,0
user_000222,2026-04-01T09:35:00,MX,58944,female,24.0,intentional,0,0.282,0
user_000223,2026-03-27T18:06:00,IN,67422,female,19.0,casual,0,0.264,0
user_000224,2026-04-21T16:43:00,CA,77839,female,25.0,friendship,0,0.097,0
user_000225,2026-03-09T22:29:00,BR,69177,female,33.0,intentional,0,0.226,0
user_000226,2026-03-26T23:26:00,US,25860,male,32.0,friendship,1,0.293,0
user_000227,2026-03-08T09:07:00,CA,42493,female,30.0,casual,0,0.249,0
user_000228,2026-03-16T13:49:00,AU,39451,female,29.0,intentional,0,0.109,0
user_000229,2026-03-29T09:04:00,DE,18392,female,19.0,casual,0,0.213,0
user_000230,2026-03-19T16:37:00,US,54313,female,27.0,intentional,0,0.185,0
user_000231,2026-04-27T02:24:00,FR,12757,male,24.0,casual,0,0.102,0
user_000232,2026-02-02T06:39:00,ES,87110,male,25.0,casual,0,0.36,0
user_000233,2026-04-26T06:40:00,FR,82603,male,33.0,casual,0,0.389,0
user_000234,2026-01-19T22:44:00,AU,40161,female,35.0,intentional,0,0.639,0
user_000235,2026-04-25T09:50:00,US,78749,male,32.0,friendship,0,0.152,0
user_000236,2026-02-22T06:26:00,FR,87128,female,38.0,intentional,0,0.419,0
user_000237,2026-01-30T05:16:00,US,38864,female,32.0,intentional,0,0.164,0
user_000238,2026-04-07T19:55:00,IN,10942,female,34.0,intentional,0,0.329,0
user_000239,2026-03-06T06:22:00,AU,19305,male,27.0,intentional,0,0.069,0
user_000240,2026-02-23T15:56:00,US,92719,male,26.0,casual,0,0.196,0
user_000241,2026-04-02T09:39:00,GB,17716,female,28.0,casual,1,0.472,0
user_000242,2026-03-24T02:17:00,GB,40007,female,18.0,intentional,0,0.422,0
user_000243,2026-04-25T07:21:00,IN,18834,male,35.0,friendship,0,0.711,0
user_000244,2026-04-14T16:50:00,CA,14117,male,22.0,casual,0,0.44,0
user_000245,2026-01-20T00:43:00,FR,53309,female,33.0,casual,0,0.191,0
user_000246,2026-01-27T12:36:00,US,19287,female,24.0,casual,0,0.313,0
user_000247,2026-03-25T16:10:00,IN,77391,female,18.0,friendship,0,0.121,0
user_000248,2026-02-10T03:41:00,US,78749,female,29.0,friendship,0,0.082,0
user_000249,2026-03-17T16:15:00,US,41195,male,24.0,intentional,0,0.169,0
user_000250,2026-02-24T04:51:00,AU,46500,female,36.0,casual,0,0.145,0
user_000251,2026-01-08T15:04:00,BR,97684,male,18.0,casual,0,0.036,0
user_000252,2026-02-14T01:22:00,IN,73624,male,32.0,intentional,0,0.088,0
user_000253,2026-01-08T18:35:00,DE,38080,male,33.0,friendship,0,0.426,0
user_000254,2026-01-21T04:53:00,DE,80678,male,39.0,intentional,0,0.556,0
user_000255,2026-03-27T06:12:00,GB,27342,female,31.0,casual,0,0.196,0
user_000256,2026-03-25T09:49:00,MX,84847,male,22.0,casual,0,0.548,0
user_000257,2026-03-25T05:35:00,GB,85525,male,23.0,friendship,0,0.132,0
user_000258,2026-02-14T10:01:00,GB,71953,female,31.0,friendship,1,0.053,0
user_000259,2026-02-09T21:59:00,CA,41850,male,27.0,casual,0,0.318,0
user_000260,2026-01-29T00:24:00,US,71993,female,31.0,casual,0,0.343,0
user_000261,2026-04-11T14:33:00,MX,63354,male,32.0,intentional,0,0.583,0
user_000262,2026-03-13T22:55:00,BR,34957,male,35.0,casual,0,0.354,0
user_000263,2026-03-23T08:56:00,US,22363,female,25.0,intentional,0,0.192,0
user_000264,2026-01-22T16:27:00,MX,22704,male,38.0,casual,0,0.389,0
user_000265,2026-02-18T03:34:00,GB,96374,male,32.0,intentional,0,0.207,0
user_000266,2026-01-11T14:52:00,AU,66498,male,32.0,casual,0,0.137,0
user_000267,2026-02-25T20:03:00,BR,56438,female,33.0,friendship,0,0.304,0
user_000268,2026-01-28T11:16:00,US,65519,female,28.0,casual,0,0.458,0
user_000269,2026-01-31T08:40:00,US,63883,female,24.0,friendship,0,0.347,0
user_000270,2026-04-07T03:34:00,IN,71213,female,28.0,intentional,0,0.037,0
user_000271,2026-02-20T11:43:00,IN,17100,male,25.0,intentional,0,0.353,0
user_000272,2026-02-28T17:29:00,IN,98259,male,34.0,casual,0,0.091,0
user_000273,2026-01-16T04:57:00,US,95649,male,42.0,intentional,0,0.329,0
user_000274,2026-01-23T06:13:00,US,94696,male,31.0,casual,0,0.105,0
user_000275,2026-02-14T02:33:00,CA,22899,male,22.0,casual,0,0.468,0
user_000276,2026-04-15T19:37:00,DE,17944,female,23.0,intentional,0,0.354,0
user_000277,2026-02-04T04:14:00,AU,62772,female,25.0,intentional,0,0.392,0
user_000278,2026-01-21T00:12:00,BR,54473,female,37.0,intentional,0,0.111,0
user_000279,2026-03-08T10:50:00,US,24322,female,25.0,casual,0,0.214,0
user_000280,2026-04-01T03:46:00,US,42591,male,26.0,intentional,0,0.182,0
user_000281,2026-02-11T00:57:00,MX,35112,male,38.0,casual,0,0.523,0
user_000282,2026-04-26T00:42:00,FR,34931,male,34.0,friendship,0,0.193,0
user_000283,2026-02-11T20:56:00,US,80292,female,30.0,friendship,0,0.231,0
user_000284,2026-03-21T18:45:00,IN,68800,male,29.0,friendship,0,0.498,0
user_000285,2026-04-17T21:54:00,GB,28373,male,25.0,casual,0,0.176,0
user_000286,2026-03-01T07:35:00,BR,65296,female,39.0,casual,0,0.173,0
user_000287,2026-04-22T19:33:00,MX,34050,male,,casual,0,0.464,0
user_000288,2026-01-26T01:35:00,FR,46509,female,28.0,intentional,0,0.359,0
user_000289,2026-01-07T01:41:00,IN,70637,female,31.0,intentional,0,0.031,0
user_000290,2026-02-27T08:21:00,CA,42742,female,28.0,casual,0,0.182,0
user_000291,2026-04-09T09:27:00,GB,19880,male,21.0,casual,0,0.172,0
user_000292,2026-02-18T03:39:00,ES,68082,male,28.0,intentional,0,0.152,0
user_000293,2026-02-12T13:24:00,CA,82132,male,31.0,intentional,0,0.218,0
user_000294,2026-03-23T15:04:00,BR,22833,female,21.0,casual,0,0.219,0
user_000295,2026-04-25T05:53:00,AU,16630,male,19.0,intentional,0,0.551,0
user_000296,2026-02-21T17:49:00,US,95477,male,27.0,intentional,0,0.447,0
user_000297,2026-02-07T13:19:00,US,80855,female,36.0,casual,0,0.573,0
user_000298,2026-04-07T22:24:00,DE,11934,female,29.0,friendship,0,0.182,0
user_000299,2026-02-06T13:25:00,US,22224,female,22.0,casual,0,0.307,0
user_000300,2026-03-21T14:09:00,US,40982,female,31.0,friendship,0,0.204,0
user_000301,2026-01-04T13:00:00,DE,31798,female,25.0,casual,0,0.323,0
user_000302,2026-03-27T06:54:00,BR,63269,male,36.0,casual,0,0.179,0
user_000303,2026-01-12T10:20:00,CA,73653,female,,casual,0,0.328,0
user_000304,2026-02-17T12:09:00,IN,73092,male,27.0,intentional,0,0.134,0
user_000305,2026-01-05T09:41:00,US,38016,male,23.0,casual,0,0.174,0
user_000306,2026-03-22T19:40:00,CA,62565,female,24.0,casual,0,0.37,0
user_000307,2026-02-04T11:37:00,BR,17685,female,39.0,casual,0,0.178,0
user_000308,2026-04-09T13:46:00,US,31579,male,23.0,casual,0,0.2,0
user_000309,2026-03-13T14:40:00,IN,59672,female,34.0,casual,0,0.503,0
user_000310,2026-03-31T05:03:00,US,10282,male,27.0,friendship,0,0.054,0
user_000311,2026-01-21T07:39:00,ES,61173,female,40.0,friendship,0,0.107,0
user_000312,2026-03-14T08:55:00,BR,44760,female,30.0,intentional,0,0.264,0
user_000313,2026-02-05T00:16:00,US,69638,male,27.0,intentional,0,0.523,0
user_000314,2026-01-12T19:55:00,MX,47388,female,33.0,casual,0,0.188,0
user_000315,2026-02-12T06:00:00,IN,65444,male,32.0,friendship,0,0.498,0
user_000316,2026-01-29T02:18:00,US,82845,female,19.0,friendship,0,0.419,0
user_000317,2026-02-18T16:40:00,GB,96752,female,30.0,intentional,0,0.101,0
user_000318,2026-03-29T14:11:00,US,73788,female,31.0,casual,0,0.24,0
user_000319,2026-02-27T14:32:00,US,30289,female,36.0,casual,0,0.589,0
user_000320,2026-01-31T07:36:00,AU,34890,male,25.0,intentional,0,0.644,0
user_000321,2026-03-26T13:21:00,AU,48890,female,22.0,casual,0,0.483,0
user_000322,2026-04-23T06:07:00,IN,38534,male,38.0,casual,1,0.556,0
user_000323,2026-04-30T10:21:00,BR,17665,female,18.0,friendship,0,0.112,0
user_000324,2026-04-23T15:57:00,US,85914,female,30.0,intentional,0,0.17,0
user_000325,2026-03-30T05:03:00,IN,81066,male,18.0,friendship,0,0.39,0
user_000326,2026-02-17T07:08:00,US,17989,female,24.0,intentional,0,0.217,0
user_000327,2026-02-27T15:49:00,DE,51104,female,31.0,friendship,0,0.116,0
user_000328,2026-01-03T23:05:00,CA,17492,female,40.0,casual,0,0.107,0
user_000329,2026-01-26T10:02:00,CA,16572,male,30.0,intentional,0,0.195,0
user_000330,2026-04-05T14:24:00,ES,86569,male,32.0,intentional,0,0.091,0
user_000331,2026-03-04T05:39:00,US,72493,female,25.0,casual,0,0.195,0
user_000332,2026-02-27T09:50:00,US,75909,female,29.0,casual,0,0.149,0
user_000333,2026-01-06T22:50:00,GB,79615,female,20.0,casual,0,0.389,0
user_000334,2026-04-29T16:56:00,US,30635,female,35.0,intentional,0,0.46,0
user_000335,2026-02-07T09:14:00,US,17455,female,32.0,intentional,0,0.393,0
user_000336,2026-02-11T18:59:00,US,76562,male,25.0,friendship,0,0.114,0
