message_id,match_id,sender_id,text,sentiment,message_ts
43350eb8-ebc5-4e0b-8cc9-2c1d6917869b,65992f61-6a3a-44df-8a50-9cf68bd25044,user_049359,lorem ipsum,positive,2026-01-02T05:59:00
8d2b7c64-608c-4bc8-a86f-b294855fd3f1,18d4e005-05b8-4c8b-81dc-fad606c10122,user_029805,lorem ipsum,neutral,2026-04-06T10:51:00
f019e02a-93de-475b-ae75-54e4de214ca7,18d4e005-05b8-4c8b-81dc-fad606c10122,user_015178,lorem ipsum,positive,2026-04-06T11:27:00
7122a3be-6bc3-4c45-814e-cf85fcae59a0,78953eb6-99cc-4d0d-a79a-b2c1d806a644,user_012610,lorem ipsum,positive,2026-04-07T07:15:00
505dbd9c-97f9-49b0-974a-8f8297af7aba,d6c2c30e-954d-4610-b69b-4aa58a70656b,user_013568,lorem ipsum,positive,2026-03-03T07:53:00
f24d1ab6-5a29-4e13-9343-228a6f373758,094dc96e-ae17-42ec-852f-ded9bcbe6b00,user_015909,lorem ipsum,negative,2026-01-17T15:29:00
cd5e62ef-d6e0-40a1-b7a7-e2784871d619,3b671790-516c-4129-aa3d-3fde5c821e3f,user_015909,lorem ipsum,neutral,2026-04-26T17:08:00
00c59991-a974-4e01-884c-5fe4e372a2d3,3b671790-516c-4129-aa3d-3fde5c821e3f,user_015909,lorem ipsum,positive,2026-04-26T03:21:00
7a5e8e4d-de3e-49d7-9406-96dc23ce1dea,bd8cd478-e3e5-4760-9f5a-546512dceb4f,user_032951,lorem ipsum,negative,2026-01-22T21:49:00
1faf9154-d3aa-46cd-b1c0-b0da7132bf38,34b2f778-6d31-4b07-ba7a-a85660c6ea44,user_018124,lorem ipsum,positive,2026-01-09T21:05:00
dcbe6db2-28b3-4a47-86d0-b14045098808,8d8a3f56-e4c9-421d-b547-1c7dbaa28850,user_037192,lorem ipsum,positive,2026-01-25T10:38:00
bc9fe2d3-acf1-444e-92f3-5c6fe7c9c45c,7160262a-977b-41b2-b18f-4a2ac78dd064,user_030189,lorem ipsum,negative,2026-03-17T06:46:00
8a66e6b9-49c5-4f71-bae6-fc8b3fb56003,36c1ac7c-46f5-4741-92de-2bd2749a0b23,user_014408,lorem ipsum,neutral,2026-04-30T22:20:00
512ca068-7e29-4541-86c4-147ec448c4c2,c94c2618-7d28-46c4-8aa4-aef152fd5946,user_014667,lorem ipsum,positive,2026-01-10T02:39:00
aeaeea2d-0b34-4330-ae63-b644b46bf93b,c94c2618-7d28-46c4-8aa4-aef152fd5946,user_014667,lorem ipsum,negative,2026-01-10T02:11:00
7330da09-1c5e-498e-b651-6a756413ace1,e56fe1fb-5823-4779-940d-cb70056098aa,user_003392,lorem ipsum,positive,2026-02-19T02:51:00
080e4323-2dd8-4741-a0d0-4e6e57a29d38,e56fe1fb-5823-4779-940d-cb70056098aa,user_003392,lorem ipsum,positive,2026-02-18T16:53:00
ac4efb65-3de9-4e42-99cd-e9ccb4438baf,d3eb8520-c6c6-484d-bd40-d3c39cce45b0,user_022063,lorem ipsum,neutral,2026-01-16T08:09:00
f3f7d8a1-a3a9-45d2-b453-8cb685d86e50,60a7d46f-23ff-4cf2-b173-3ec702cbb232,user_007158,lorem ipsum,neutral,2026-01-22T09:37:00
50d978a3-b2d1-4f6d-93a3-51055e3fb251,60a7d46f-23ff-4cf2-b173-3ec702cbb232,user_038341,lorem ipsum,positive,2026-01-22T03:13:00
d91d605e-a5b4-4873-971c-33ec6eb8fd78,60a7d46f-23ff-4cf2-b173-3ec702cbb232,user_007158,lorem ipsum,neutral,2026-01-22T14:43:00
33679107-fd2f-4dff-848e-2542a52e517b,60a7d46f-23ff-4cf2-b173-3ec702cbb232,user_038341,lorem ipsum,positive,2026-01-22T12:47:00
6e4aa1f8-daf5-450b-94d2-83dcc92d6f8d,dacd50d8-96a4-48c0-9c33-baeea70b0157,user_041253,lorem ipsum,positive,2026-02-07T21:05:00
67a6d98f-98bf-4dec-8c3c-c3cf4bd2983f,dacd50d8-96a4-48c0-9c33-baeea70b0157,user_041253,lorem ipsum,negative,2026-02-08T00:45:00
37b399e5-c00e-4444-b1a7-3c38c2181a65,d396c094-277d-476f-9363-1cba8411a1a9,user_014645,lorem ipsum,positive,2026-01-16T04:57:00
ec39d8b2-6ecf-4bdd-a95c-f7ad41063d72,48e07234-1f17-4d42-8fcd-825381311cba,user_045258,lorem ipsum,positive,2026-02-04T01:12:00
f74074e9-866a-4894-a6ea-64225e25f045,48e07234-1f17-4d42-8fcd-825381311cba,user_045258,lorem ipsum,neutral,2026-02-04T04:28:00
366de8d0-951f-4651-9226-07dbb27b4407,48e07234-1f17-4d42-8fcd-825381311cba,user_045258,lorem ipsum,positive,2026-02-03T12:46:00
76cd72e6-2182-4afe-83e0-56d9be9cf31b,48e07234-1f17-4d42-8fcd-825381311cba,user_045258,lorem ipsum,positive,2026-02-04T03:25:00
1c9fee90-211b-4c6c-8ae3-a2b86cf75841,5ebf4fcf-30cd-42b1-932d-35fd2a7f6f3e,user_024713,lorem ipsum,positive,2026-02-13T19:08:00
7d64f474-3ea6-4cc6-9763-3de46a2f0ff0,5ebf4fcf-30cd-42b1-932d-35fd2a7f6f3e,user_024713,lorem ipsum,positive,2026-02-14T11:13:00
56be09e6-3194-4dbf-a8f9-4f5fa0fa3381,5ebf4fcf-30cd-42b1-932d-35fd2a7f6f3e,user_024713,lorem ipsum,positive,2026-02-14T03:32:00
e4465676-db55-4805-9eb7-123bdf4ae327,ae0a6d9b-2f25-4ce1-a603-99b373a9ba3e,user_017241,lorem ipsum,neutral,2026-03-11T17:08:00
a2241675-e581-4314-bd3a-018cde70d158,26a216a1-5a4c-4eca-a45b-129abe8112a7,user_004893,lorem ipsum,neutral,2026-03-30T00:40:00
dcb27b1a-1eb6-45f3-a854-e473f11f1cc2,26a216a1-5a4c-4eca-a45b-129abe8112a7,user_004893,lorem ipsum,positive,2026-03-30T14:35:00
26d1b3c6-c607-4486-8d74-ae6bc1487b6d,26a216a1-5a4c-4eca-a45b-129abe8112a7,user_010892,lorem ipsum,neutral,2026-03-29T20:26:00
add09203-1d69-4e6c-8370-3bb1d4c13d42,b38004d4-9bc4-40d7-b006-2583f616abb0,user_037214,lorem ipsum,positive,2026-02-05T05:45:00
9ff4ddb0-babf-4664-a6fc-8f29bf41e158,b38004d4-9bc4-40d7-b006-2583f616abb0,user_006291,lorem ipsum,neutral,2026-02-04T16:44:00
11671f2b-f7d2-4be9-8520-452ebed8b2a0,b38004d4-9bc4-40d7-b006-2583f616abb0,user_037214,lorem ipsum,positive,2026-02-04T14:28:00
828f5531-5527-4c40-979b-496e59a3b9ba,5a3e47ba-6cf8-48b6-b1d1-e66cfcc8cef0,user_037214,lorem ipsum,positive,2026-03-13T16:59:00
66be51d3-74d4-4eac-82b0-c25937b21c31,89381a82-9d3d-4c25-8602-66f7bd960ace,user_018233,lorem ipsum,positive,2026-04-12T06:57:00
0f62c603-983c-49ba-bba3-a4a407a8eadd,89381a82-9d3d-4c25-8602-66f7bd960ace,user_018233,lorem ipsum,negative,2026-04-12T23:10:00
fb0673a9-9c9e-42f9-aedb-8051ae4740da,89381a82-9d3d-4c25-8602-66f7bd960ace,user_020305,lorem ipsum,neutral,2026-04-13T01:41:00
4f32656c-48f3-44b7-b70b-62675ccfac77,89381a82-9d3d-4c25-8602-66f7bd960ace,user_018233,lorem ipsum,positive,2026-04-12T10:22:00
dea37f4a-cbb0-4207-a54c-2582cd8d4885,89381a82-9d3d-4c25-8602-66f7bd960ace,user_018233,lorem ipsum,positive,2026-04-12T15:37:00
8e1894d6-64d0-4bff-a95f-7a2b30ab93f5,ac6f0958-9de3-4911-b013-f046741ca295,user_015270,lorem ipsum,positive,2026-04-24T20:25:00
f5a9188f-0c57-4ec2-a284-e6e8224c1646,ac6f0958-9de3-4911-b013-f046741ca295,user_015270,lorem ipsum,negative,2026-04-24T14:44:00
1cda6958-135e-4e5a-b709-b4b89b06337c,ac6f0958-9de3-4911-b013-f046741ca295,user_015270,lorem ipsum,positive,2026-04-24T14:03:00
7acb425a-93b8-4180-9eea-052422276c43,d90c7ffa-1523-4a17-829a-9865b5d1583c,user_011142,lorem ipsum,positive,2026-04-22T13:08:00
ad6aa5eb-c677-427c-a07b-6222ca2d45f4,feb815c2-0dcf-47ee-86cb-072b452858cc,user_018612,lorem ipsum,positive,2026-02-18T00:47:00
a79e3aa0-e02e-416d-9538-15e342849c5b,feb815c2-0dcf-47ee-86cb-072b452858cc,user_018612,lorem ipsum,positive,2026-02-17T19:03:00
cbf396c9-efe7-4ba4-8a4e-2446ddb01b0a,feb815c2-0dcf-47ee-86cb-072b452858cc,user_018612,lorem ipsum,positive,2026-02-17T11:36:00
6bfb6541-8d8b-4e1e-bffc-7e5311ceaed1,feb815c2-0dcf-47ee-86cb-072b452858cc,user_018612,lorem ipsum,neutral,2026-02-17T21:29:00
1b677fb5-f04a-4fb1-9c7c-a421204171a7,feb815c2-0dcf-47ee-86cb-072b452858cc,user_026804,lorem ipsum,neutral,2026-02-17T04:45:00
d34bead9-d4e8-4a81-aeea-de283ca5e582,a517582a-f7a1-445a-8fcc-abed38bd443c,user_047523,lorem ipsum,positive,2026-03-19T13:25:00
8f10d50b-967e-4a37-bdab-369c80821426,a517582a-f7a1-445a-8fcc-abed38bd443c,user_047523,lorem ipsum,positive,2026-03-19T15:20:00
6836c4aa-16e8-458a-8913-3d0ab6585d61,a517582a-f7a1-445a-8fcc-abed38bd443c,user_015393,lorem ipsum,positive,2026-03-19T06:43:00
7c8c96b0-7b34-4b38-b2d1-f26678b89612,540e2339-28d1-4b9b-af93-8f5712465faf,user_032208,lorem ipsum,positive,2026-04-02T19:56:00
301f767e-8df1-4482-9128-4bb79cde401d,3080c401-a952-432e-aac7-c3de202cca9c,user_027984,lorem ipsum,neutral,2026-01-18T02:34:00
141c00aa-6c9b-4be8-ace5-d77c7697c4ec,3080c401-a952-432e-aac7-c3de202cca9c,user_027984,lorem ipsum,positive,2026-01-18T01:05:00
eb2c6479-a05b-43fd-90bf-5e0456426ba0,7f40da5c-4afc-4a6f-b89f-7800803bccf6,user_028980,lorem ipsum,positive,2026-03-30T18:09:00
e684e3b6-0aef-4c6f-aa30-2afb583d4fe8,7f40da5c-4afc-4a6f-b89f-7800803bccf6,user_028980,lorem ipsum,negative,2026-03-31T06:07:00
85d8c384-e61e-4721-a7f8-1b0f1e60b6cd,b18fc9c5-edbf-4f5a-955d-ad2a7019fd14,user_017747,lorem ipsum,positive,2026-01-23T02:39:00
daf3d06a-6f30-456a-a608-2ed47a8b9e79,b18fc9c5-edbf-4f5a-955d-ad2a7019fd14,user_017747,lorem ipsum,positive,2026-01-23T01:28:00
5ccc4680-5361-4099-a496-806a47685f30,b18fc9c5-edbf-4f5a-955d-ad2a7019fd14,user_008789,lorem ipsum,positive,2026-01-22T18:28:00
8d4fa3d4-1259-4953-a55d-3941861a26bb,b18fc9c5-edbf-4f5a-955d-ad2a7019fd14,user_017747,lorem ipsum,positive,2026-01-22T16:48:00
4d8e472a-0d38-463c-9ef0-de832ce91ed7,110ad0bd-c18d-49da-9424-a4c81c073eb2,user_009667,lorem ipsum,positive,2026-02-06T08:24:00
761b154d-41da-476c-9f33-b1f537511c15,2a5c4d6e-b1b7-4d3d-949a-cd57a16ab399,user_017747,lorem ipsum,negative,2026-01-25T09:38:00
38da7a7a-0e65-4372-95fd-86a9bf1f4f66,2a5c4d6e-b1b7-4d3d-949a-cd57a16ab399,user_044781,lorem ipsum,neutral,2026-01-25T05:31:00
ac509e15-a0ea-4f4e-bd73-9b49d1be96f6,2a5c4d6e-b1b7-4d3d-949a-cd57a16ab399,user_017747,lorem ipsum,positive,2026-01-25T07:31:00
9c57e27e-4811-46e6-939f-0270fa2c511d,0f0b5614-431c-4e33-9567-b3ac7216d3c4,user_005988,lorem ipsum,negative,2026-03-03T10:28:00
6b4420ff-ff35-4004-aacb-1c476ac781e4,0f0b5614-431c-4e33-9567-b3ac7216d3c4,user_005988,lorem ipsum,neutral,2026-03-02T15:31:00
adcd1203-ec10-42f4-b60a-d314288628b6,8e9c7d49-fc80-434e-9fcc-034182325685,user_015728,lorem ipsum,positive,2026-03-30T02:11:00
b08dcb2a-6283-41ac-9db3-082e07bb49de,8e9c7d49-fc80-434e-9fcc-034182325685,user_033867,lorem ipsum,positive,2026-03-29T13:06:00
d6beee97-a6ee-4662-8927-bb0d6f10d961,8e9c7d49-fc80-434e-9fcc-034182325685,user_033867,lorem ipsum,neutral,2026-03-29T23:01:00
c1db969d-255b-4861-88c2-be147304cb42,c45d8f5d-0a70-43f2-a0b1-cce03609914d,user_017841,lorem ipsum,positive,2026-02-21T13:58:00
d0f84362-4a6d-46a2-b40b-c3dd91f72555,c45d8f5d-0a70-43f2-a0b1-cce03609914d,user_017841,lorem ipsum,neutral,2026-02-21T14:54:00
6d581ec2-9782-4692-bc80-e5270b756aa1,2f266624-49d1-41db-86fb-01d3b7074756,user_017841,lorem ipsum,neutral,2026-04-11T22:03:00
904a1c08-d3b8-43e1-ba6c-031066ced456,5cbd21ff-ecb6-47e9-88ae-bf45d092c5df,user_027803,lorem ipsum,neutral,2026-02-27T14:35:00
11cd36d6-560c-4800-8528-8501806c464c,b6437620-3522-4d91-9917-9c0344f26bb7,user_029135,lorem ipsum,positive,2026-04-15T06:48:00
14ec9918-f577-41f3-af56-664c1209306c,599fa30a-1f0d-4a27-9381-030fefe2ea7f,user_007531,lorem ipsum,neutral,2026-03-23T01:19:00
9ab272c0-9614-4066-a488-04301fc615b1,599fa30a-1f0d-4a27-9381-030fefe2ea7f,user_007135,lorem ipsum,neutral,2026-03-22T23:46:00
8943dd28-1031-4640-ba7e-65adf14425c8,91f43fcd-7f7b-4c43-9885-87ed9613f5a6,user_026939,lorem ipsum,positive,2026-03-29T09:44:00
9e923afd-2d0d-47e1-96f1-646ec7f5ba7c,91f43fcd-7f7b-4c43-9885-87ed9613f5a6,user_026939,lorem ipsum,neutral,2026-03-29T17:21:00
c8c39e3c-1047-4890-bc2a-5026c999c404,91f43fcd-7f7b-4c43-9885-87ed9613f5a6,user_026939,lorem ipsum,positive,2026-03-29T06:47:00
fe38a633-1cf6-4ca2-b105-d94344405880,8be5e145-e57a-46cf-95e3-1a8f8c87407c,user_017894,lorem ipsum,positive,2026-01-07T02:47:00
3a2ff271-2690-4a35-b745-c79e23ae9b97,8be5e145-e57a-46cf-95e3-1a8f8c87407c,user_017894,lorem ipsum,positive,2026-01-07T10:52:00
bae6243f-c810-42ab-86ac-aa2e8cb86456,8be5e145-e57a-46cf-95e3-1a8f8c87407c,user_045918,lorem ipsum,positive,2026-01-07T04:11:00
2414fc5d-7579-4201-b991-21324f7d31f9,8be5e145-e57a-46cf-95e3-1a8f8c87407c,user_045918,lorem ipsum,neutral,2026-01-07T07:29:00
20593aef-c538-4658-b484-e440bbc796c6,8be5e145-e57a-46cf-95e3-1a8f8c87407c,user_045918,lorem ipsum,negative,2026-01-07T14:03:00
01ea3cc7-a44e-459d-8d23-bd2edbabd35e,51b83f6e-8c1a-4e2d-a676-c8c3e0e0efd8,user_013539,lorem ipsum,neutral,2026-01-15T18:38:00
100cc165-42b5-4098-af07-9795d8151c1c,68156d1f-dcda-4a8c-9cfe-8235927f2243,user_013539,lorem ipsum,positive,2026-04-28T10:08:00
747b6386-cb9c-43ec-8d71-4b68dd80e123,68156d1f-dcda-4a8c-9cfe-8235927f2243,user_013539,lorem ipsum,positive,2026-04-28T11:40:00
4cf7924d-c96f-4c11-a85f-dad7a3e17ef8,68156d1f-dcda-4a8c-9cfe-8235927f2243,user_028693,lorem ipsum,positive,2026-04-28T21:39:00
353696bd-d02f-473a-8969-fe1dc72ead65,1cbca0c6-0e77-42a0-80fe-23aced3f0b15,user_013539,lorem ipsum,positive,2026-01-23T00:17:00
42c350bf-4320-4567-839b-1c2568f4c480,1cbca0c6-0e77-42a0-80fe-23aced3f0b15,user_013539,lorem ipsum,neutral,2026-01-22T14:00:00
66db1bc6-bb86-4cd4-8b5d-de0e366c4552,151cdfae-2b14-4bd3-931c-e066689196e5,user_036421,lorem ipsum,positive,2026-03-23T14:00:00
2fa4844e-e283-4085-a891-2cff1223f83d,151cdfae-2b14-4bd3-931c-e066689196e5,user_037654,lorem ipsum,positive,2026-03-23T22:36:00
780163f0-1ea7-4a8e-867c-bfd57a40154d,8758553a-3b23-4401-99be-5d8620744cc0,user_004239,lorem ipsum,neutral,2026-03-20T09:22:00
acfe46dc-7fe7-4c81-a048-af8c2c329046,8758553a-3b23-4401-99be-5d8620744cc0,user_009406,lorem ipsum,negative,2026-03-20T10:03:00
9c477dda-9953-4f89-85db-1225d10357de,06010f26-3861-462a-8191-659a2e710a44,user_030885,lorem ipsum,positive,2026-03-03T19:39:00
50ab5045-da7d-43ac-bb3e-df420817d290,06010f26-3861-462a-8191-659a2e710a44,user_009406,lorem ipsum,positive,2026-03-03T15:07:00
74196d59-6d11-4c80-9e13-9cf018b6e211,a9285dcc-4243-40ad-8530-d677d6b27f60,user_002730,lorem ipsum,neutral,2026-04-30T11:57:00
428a1618-f692-4338-8249-3faf5e855f9d,99e7a9fd-3479-4dfa-9c68-ad982367cdc1,user_042361,lorem ipsum,negative,2026-02-15T20:28:00
169870ef-33d3-4daf-a218-98028452d2eb,044690e4-3848-42f2-a904-ffa0b5b3a6eb,user_026336,lorem ipsum,positive,2026-02-25T15:03:00
b3274f85-1012-48a8-a69b-9fb09b1a9690,82f04bca-b178-4328-8166-5a6f1941e649,user_046688,lorem ipsum,positive,2026-03-17T16:59:00
1d0f9e9e-9489-40b4-8139-ddd7cbf906ee,dbaececa-3f00-4e0c-ad19-b87b566abd85,user_041164,lorem ipsum,neutral,2026-01-08T13:26:00
035da59f-8a1a-43b3-96c8-d69f32199c2b,11ca6d15-d859-41c3-baa1-beb8504207da,user_041164,lorem ipsum,positive,2026-01-11T16:57:00
77c72edd-a49e-45ff-b9a5-4e9c4c449096,11ca6d15-d859-41c3-baa1-beb8504207da,user_041164,lorem ipsum,positive,2026-01-12T13:19:00
06c83a72-ea46-4ce9-9f22-23d8a9a633b1,11ca6d15-d859-41c3-baa1-beb8504207da,user_041164,lorem ipsum,neutral,2026-01-11T21:57:00
205a758e-0814-42e2-a9ac-4427afded60b,6037b746-a2df-41da-bf9e-45ce8f53730b,user_002587,lorem ipsum,neutral,2026-02-22T10:39:00
ec8ca2df-97c0-4d5d-8b0a-103fe54bf59b,6037b746-a2df-41da-bf9e-45ce8f53730b,user_036776,lorem ipsum,positive,2026-02-22T05:46:00
86a42a03-20e7-479a-88c2-6224c2f68146,ef328536-93f6-40a6-bc3b-dae94f27b444,user_033031,lorem ipsum,negative,2026-04-07T01:02:00
062b9642-9ce1-4d09-aa0d-838f16f1069e,ef328536-93f6-40a6-bc3b-dae94f27b444,user_048468,lorem ipsum,positive,2026-04-07T13:53:00
5c8af5e9-2301-4b64-94c2-138ea0c70396,f3c2caeb-12cc-4caa-8420-381c3341ccf1,user_045112,lorem ipsum,positive,2026-03-19T03:17:00
f4cce7e6-de86-4b7c-b1d2-25dcdd9d4bb1,4afa1a21-091c-4c9c-a3b4-38391563dbaa,user_006021,lorem ipsum,negative,2026-02-10T15:26:00
c2393374-f7ea-4bc6-859e-496f988e2657,270e928d-4fb9-43c6-8a50-25566a5d0202,user_005209,lorem ipsum,neutral,2026-04-23T17:22:00
8f4d0ea3-279b-4d86-a7ee-27c283636d50,270e928d-4fb9-43c6-8a50-25566a5d0202,user_005209,lorem ipsum,positive,2026-04-22T20:52:00
1f7671c4-6aeb-49c6-a3cb-24a9e539d2ec,f5b8da83-1309-473c-bb84-727139ffeb9e,user_001170,lorem ipsum,neutral,2026-03-04T20:37:00
cb6307e5-b920-4084-95fc-3fc81335b271,f5b8da83-1309-473c-bb84-727139ffeb9e,user_006035,lorem ipsum,positive,2026-03-05T15:39:00
3994ff98-1aa5-4fbb-be5d-4d763cc28a39,37870e87-fd5b-462b-b488-9a009b7ae93e,user_014289,lorem ipsum,positive,2026-02-14T15:11:00
2d808c95-4833-4c0c-907b-d7019e10e5c9,4d0a27c5-58fb-4c86-beea-0e943ac6d990,user_046365,lorem ipsum,positive,2026-04-01T19:43:00
b1988a2a-ad3c-4341-ac89-7fd6c2bc2f3e,4d0a27c5-58fb-4c86-beea-0e943ac6d990,user_046365,lorem ipsum,neutral,2026-04-01T03:47:00
64cfd90e-06f1-493c-8968-3c9cc40b8727,4d0a27c5-58fb-4c86-beea-0e943ac6d990,user_046365,lorem ipsum,neutral,2026-04-01T02:29:00
ca9a0f36-989a-4a86-af05-a9d08ff631ad,39119f17-a23d-4282-988c-a3d30bd567d4,user_023538,lorem ipsum,positive,2026-01-09T21:04:00
7c299669-6dbc-4ad5-a395-7036717fffe6,39119f17-a23d-4282-988c-a3d30bd567d4,user_023538,lorem ipsum,positive,2026-01-10T02:06:00
cf9250a7-6125-4e03-87c9-9ac1e4d2e5e3,f79a47e4-c5bb-4f62-8b17-1246e922cd2f,user_043282,lorem ipsum,positive,2026-02-07T12:58:00
d240bb27-fbbf-4e67-97bb-ee3bfdeae2b2,f79a47e4-c5bb-4f62-8b17-1246e922cd2f,user_043282,lorem ipsum,positive,2026-02-07T06:06:00
68001708-540b-4fb2-9123-0a48d86be7dd,e6f2f0d3-f8f2-4268-8ea3-2d41e5d88253,user_043282,lorem ipsum,positive,2026-03-29T05:47:00
0653279b-625b-41db-948e-5783d8aea316,e6f2f0d3-f8f2-4268-8ea3-2d41e5d88253,user_013164,lorem ipsum,negative,2026-03-28T21:26:00
3a141e2c-fa03-4192-b583-4e6249c68f36,5c9eb4c3-f134-4881-bb21-af786a0d437a,user_023629,lorem ipsum,neutral,2026-01-06T01:53:00
f5078ddf-89aa-40a5-8883-68993e24fee8,5c9eb4c3-f134-4881-bb21-af786a0d437a,user_023629,lorem ipsum,positive,2026-01-06T09:21:00
205aebd0-09cd-4e25-b824-29d0bb59f5ef,5c9eb4c3-f134-4881-bb21-af786a0d437a,user_020934,lorem ipsum,negative,2026-01-06T11:56:00
67cf9445-f97a-4219-bbbe-a893512cba97,5c9eb4c3-f134-4881-bb21-af786a0d437a,user_023629,lorem ipsum,positive,2026-01-06T11:40:00
027c99e4-d629-47c4-b1b4-f0e306ecb717,e0cbf2c7-9225-4524-8a62-c6d4f51cb56e,user_024382,lorem ipsum,neutral,2026-02-15T19:29:00
9e6a5034-c68b-4c2b-bf47-819d8ad82650,e0cbf2c7-9225-4524-8a62-c6d4f51cb56e,user_024382,lorem ipsum,positive,2026-02-15T12:16:00
d7473ab6-646f-48fe-8297-cc170f08a097,e0cbf2c7-9225-4524-8a62-c6d4f51cb56e,user_035111,lorem ipsum,positive,2026-02-15T21:57:00
7d14b58f-6061-4376-9b5d-0563896d78c6,53a91452-9726-4853-be97-2890f791550c,user_048618,lorem ipsum,positive,2026-02-27T19:23:00
db53add2-8759-4187-b219-5d55fc3aaba7,53a91452-9726-4853-be97-2890f791550c,user_048618,lorem ipsum,positive,2026-02-27T00:57:00
2b90acff-0071-4872-946c-c00967550bc7,53a91452-9726-4853-be97-2890f791550c,user_034856,lorem ipsum,positive,2026-02-27T16:36:00
63a90dcc-96cf-468b-a175-40063b232fdf,7226628c-b6e7-43a7-947e-ef40db1563d1,user_000377,lorem ipsum,neutral,2026-05-01T08:00:00
b2778b9e-ca5b-40ff-9259-b08e78ff7fef,7226628c-b6e7-43a7-947e-ef40db1563d1,user_038537,lorem ipsum,positive,2026-04-30T14:24:00
a47980c1-d8c1-4392-8d85-c88254803af7,7226628c-b6e7-43a7-947e-ef40db1563d1,user_038537,lorem ipsum,positive,2026-04-30T14:17:00
419667c3-641e-4021-bbf2-4febafa0556f,9e58c9d9-2386-4499-b106-8f5bdd9cfc6f,user_036007,lorem ipsum,neutral,2026-01-10T04:07:00
2e2e6f1f-e780-4edb-b40d-430aa0618a6c,9e58c9d9-2386-4499-b106-8f5bdd9cfc6f,user_036673,lorem ipsum,positive,2026-01-09T23:20:00
bfb5b270-3368-468e-937c-be5326b043e8,15e89cb8-d65d-4d11-b222-b58fca0394bc,user_036481,lorem ipsum,positive,2026-04-28T20:40:00
54de30d9-76f1-460b-a3d4-9c0d4171199b,15e89cb8-d65d-4d11-b222-b58fca0394bc,user_026594,lorem ipsum,negative,2026-04-29T08:29:00
917d6bf7-0f3d-4c4f-900a-e8e5220ed93c,15e89cb8-d65d-4d11-b222-b58fca0394bc,user_036481,lorem ipsum,positive,2026-04-29T03:40:00
3412abb7-fb57-45fa-aec8-da89e6426ebe,15e89cb8-d65d-4d11-b222-b58fca0394bc,user_026594,lorem ipsum,positive,2026-04-29T10:02:00
59e2be7e-876d-488f-8366-7879b82ef5a5,03611d46-3285-420c-b440-d26ac694e8d3,user_026696,lorem ipsum,neutral,2026-05-01T07:28:00
cf6c6fa0-0261-49cc-bc36-fc0dfc4a12c8,03611d46-3285-420c-b440-d26ac694e8d3,user_002125,lorem ipsum,positive,2026-05-01T15:49:00
8cf83402-81ae-49e2-90de-095ded792daa,0c5a1394-5d0b-4c3a-ac1f-8d7b44c89b4c,user_019035,lorem ipsum,positive,2026-01-22T17:38:00
04338161-c2bf-4114-a133-b3b427b7b038,0c5a1394-5d0b-4c3a-ac1f-8d7b44c89b4c,user_019035,lorem ipsum,negative,2026-01-22T07:58:00
e56fa0ad-c463-451f-aeef-1c490df8c392,d99b78ab-1e3d-4dc9-b48f-5a0302c3c6f5,user_006017,lorem ipsum,positive,2026-03-26T06:05:00
