match_id,user_id,partner_id,match_ts,match_source,partner_verified
e0d6d484-bf8d-4f7b-8949-6ed9fee592b4,user_013467,user_024193,2026-04-09T21:07:00,dates,0
bd8cd478-e3e5-4760-9f5a-546512dceb4f,user_026498,user_032951,2026-01-22T16:02:00,swipe,0
34b2f778-6d31-4b07-ba7a-a85660c6ea44,user_042112,user_018124,2026-01-09T01:02:00,swipe,0
8d8a3f56-e4c9-421d-b547-1c7dbaa28850,user_030189,user_037192,2026-01-24T12:15:00,swipe,0
7160262a-977b-41b2-b18f-4a2ac78dd064,user_030189,user_046428,2026-03-16T11:31:00,dates,0
3bb9c511-0777-4d40-bdca-c79a305d2b7e,user_024149,user_049586,2026-04-09T13:53:00,dates,0
e1b4814e-f252-49e6-9396-e75246d4cce6,user_005504,user_025092,2026-03-11T19:22:00,dates,0
36c1ac7c-46f5-4741-92de-2bd2749a0b23,user_021124,user_014408,2026-04-30T07:12:00,dates,1
c94c2618-7d28-46c4-8aa4-aef152fd5946,user_021124,user_014667,2026-01-09T13:50:00,swipe,0
680a42cd-f48c-46f1-9fb5-dc418fa0624e,user_042295,user_042848,2026-02-14T18:44:00,swipe,0
e56fe1fb-5823-4779-940d-cb70056098aa,user_041515,user_003392,2026-02-18T16:24:00,dates,0
d3eb8520-c6c6-484d-bd40-d3c39cce45b0,user_022063,user_015992,2026-01-15T18:25:00,swipe,0
60a7d46f-23ff-4cf2-b173-3ec702cbb232,user_038341,user_007158,2026-01-22T02:45:00,swipe,1
ec960ecb-2687-4adb-9410-12be05b24211,user_041253,user_011891,2026-02-18T14:49:00,dates,0
82c0fe01-9896-43cc-b9ee-128515c39834,user_041253,user_040951,2026-02-12T16:50:00,swipe,0
dacd50d8-96a4-48c0-9c33-baeea70b0157,user_041253,user_049830,2026-02-07T16:19:00,swipe,0
d396c094-277d-476f-9363-1cba8411a1a9,user_014645,user_030688,2026-01-15T15:39:00,swipe,0
48e07234-1f17-4d42-8fcd-825381311cba,user_017524,user_045258,2026-02-03T05:47:00,swipe,0
5ebf4fcf-30cd-42b1-932d-35fd2a7f6f3e,user_024713,user_036651,2026-02-13T16:24:00,swipe,0
780bad97-7cac-4302-9500-bff8124532df,user_015268,user_016959,2026-01-19T23:17:00,swipe,0
c9a3c5bd-612a-4170-ad6f-77c3671e5441,user_049147,user_009143,2026-03-27T11:54:00,dates,0
808d2421-7778-4e00-a377-0a3413d1d822,user_049147,user_034120,2026-03-16T13:01:00,dates,0
0d8627e6-b9e9-403a-b8f0-b7db1796ff63,user_049147,user_020623,2026-04-07T16:05:00,dates,0
1c7dda0c-d297-4d1a-add4-fa1e0e8957af,user_045927,user_028438,2026-04-21T16:03:00,dates,1
ae0a6d9b-2f25-4ce1-a603-99b373a9ba3e,user_017241,user_029627,2026-03-11T15:18:00,dates,0
26a216a1-5a4c-4eca-a45b-129abe8112a7,user_004893,user_010892,2026-03-29T15:28:00,dates,0
9404f2dc-64d2-4c66-93f3-17578eaaa79b,user_000726,user_043588,2026-01-01T00:12:00,swipe,0
29ce3263-2f5c-4d35-b325-d1329f736917,user_022950,user_013705,2026-04-25T15:15:00,dates,0
b38004d4-9bc4-40d7-b006-2583f616abb0,user_037214,user_006291,2026-02-04T10:16:00,swipe,0
312c34da-6851-4623-becb-43558b535531,user_037214,user_047442,2026-04-11T12:47:00,dates,0
5a3e47ba-6cf8-48b6-b1d1-e66cfcc8cef0,user_037214,user_015772,2026-03-12T17:35:00,dates,1
89381a82-9d3d-4c25-8602-66f7bd960ace,user_020305,user_018233,2026-04-12T04:45:00,dates,0
ba0f5b81-954b-4880-bed7-cb51fbd9e9db,user_015270,user_040133,2026-01-09T14:45:00,swipe,0
ac6f0958-9de3-4911-b013-f046741ca295,user_015270,user_049481,2026-04-24T01:45:00,dates,0
d90c7ffa-1523-4a17-829a-9865b5d1583c,user_011733,user_011142,2026-04-22T00:47:00,dates,0
feb815c2-0dcf-47ee-86cb-072b452858cc,user_026804,user_018612,2026-02-17T01:59:00,dates,0
a517582a-f7a1-445a-8fcc-abed38bd443c,user_047523,user_015393,2026-03-19T00:36:00,dates,0
540e2339-28d1-4b9b-af93-8f5712465faf,user_032208,user_010672,2026-04-02T00:18:00,dates,1
3080c401-a952-432e-aac7-c3de202cca9c,user_032208,user_027984,2026-01-17T23:50:00,swipe,0
7f40da5c-4afc-4a6f-b89f-7800803bccf6,user_002531,user_028980,2026-03-30T09:12:00,dates,0
b18fc9c5-edbf-4f5a-955d-ad2a7019fd14,user_017747,user_008789,2026-01-22T15:59:00,swipe,0
110ad0bd-c18d-49da-9424-a4c81c073eb2,user_017747,user_009667,2026-02-06T05:48:00,swipe,0
2a5c4d6e-b1b7-4d3d-949a-cd57a16ab399,user_017747,user_044781,2026-01-25T00:17:00,swipe,0
c67969e3-5890-4428-b699-2c696940b880,user_030639,user_025722,2026-04-13T15:46:00,dates,0
0f0b5614-431c-4e33-9567-b3ac7216d3c4,user_005988,user_032479,2026-03-02T11:54:00,dates,1
6251791e-873f-46a2-8596-64372ca469a0,user_001813,user_007027,2026-01-17T10:59:00,swipe,1
9ecb1caa-fd51-40d7-9c58-460c262b2222,user_003929,user_044185,2026-02-14T12:30:00,swipe,0
d7704779-c62d-44de-9241-0e172e17f701,user_003929,user_031383,2026-04-06T15:03:00,dates,0
c0b511cb-89f1-4518-9b4b-7da30da44392,user_015728,user_000104,2026-04-24T23:19:00,dates,0
8e9c7d49-fc80-434e-9fcc-034182325685,user_015728,user_033867,2026-03-29T05:54:00,dates,0
c45d8f5d-0a70-43f2-a0b1-cce03609914d,user_017841,user_018053,2026-02-20T17:52:00,dates,0
2f266624-49d1-41db-86fb-01d3b7074756,user_017841,user_027330,2026-04-11T06:23:00,dates,1
5cbd21ff-ecb6-47e9-88ae-bf45d092c5df,user_027803,user_022487,2026-02-26T22:32:00,dates,0
6368cc09-85da-46b5-8751-ce37b237e9df,user_009802,user_041824,2026-02-07T20:04:00,swipe,0
e6bf5a74-f834-4778-90c4-6698057c9dba,user_038801,user_034709,2026-04-21T00:08:00,dates,0
f1e3bec1-c1f4-4f22-bd10-550670e6dac2,user_024670,user_049135,2026-03-25T08:54:00,dates,0
b6437620-3522-4d91-9917-9c0344f26bb7,user_044234,user_029135,2026-04-14T18:11:00,dates,0
599fa30a-1f0d-4a27-9381-030fefe2ea7f,user_007135,user_007531,2026-03-22T03:24:00,dates,0
91f43fcd-7f7b-4c43-9885-87ed9613f5a6,user_007135,user_026939,2026-03-28T19:48:00,dates,0
6944dead-69e7-4734-893f-0621c8f03caa,user_007135,user_048023,2026-02-18T06:11:00,dates,0
8be5e145-e57a-46cf-95e3-1a8f8c87407c,user_017894,user_045918,2026-01-07T02:05:00,swipe,0
51b83f6e-8c1a-4e2d-a676-c8c3e0e0efd8,user_013539,user_044701,2026-01-15T05:05:00,swipe,0
68156d1f-dcda-4a8c-9cfe-8235927f2243,user_013539,user_028693,2026-04-28T06:21:00,dates,0
1cbca0c6-0e77-42a0-80fe-23aced3f0b15,user_013539,user_045633,2026-01-22T08:37:00,swipe,0
151cdfae-2b14-4bd3-931c-e066689196e5,user_036421,user_037654,2026-03-23T11:43:00,dates,0
ca16053c-731a-4544-9531-abba9ddc2a5b,user_036421,user_018531,2026-01-26T02:48:00,swipe,0
8758553a-3b23-4401-99be-5d8620744cc0,user_009406,user_004239,2026-03-20T01:15:00,dates,0
06010f26-3861-462a-8191-659a2e710a44,user_009406,user_030885,2026-03-03T11:55:00,dates,0
1cd45627-ee55-4536-9584-f85ac5ba95d3,user_006721,user_036309,2026-03-05T15:44:00,dates,0
4e8399b5-f329-49c6-b8c0-2114ecd92147,user_031139,user_024477,2026-02-02T22:35:00,swipe,0
a9285dcc-4243-40ad-8530-d677d6b27f60,user_002730,user_008304,2026-04-30T05:25:00,dates,0
99e7a9fd-3479-4dfa-9c68-ad982367cdc1,user_036400,user_042361,2026-02-15T19:47:00,dates,1
044690e4-3848-42f2-a904-ffa0b5b3a6eb,user_012852,user_026336,2026-02-24T21:27:00,dates,1
82f04bca-b178-4328-8166-5a6f1941e649,user_041164,user_046688,2026-03-17T16:07:00,dates,0
560d7818-f5d5-4d66-9dd2-c777b5165619,user_041164,user_046544,2026-03-22T13:41:00,dates,1
dbaececa-3f00-4e0c-ad19-b87b566abd85,user_041164,user_042047,2026-01-07T19:44:00,swipe,0
11ca6d15-d859-41c3-baa1-beb8504207da,user_041164,user_038686,2026-01-11T15:39:00,swipe,0
f316f7b2-6b4c-4dc3-b70f-18e7c8c8937e,user_040196,user_037928,2026-01-09T17:40:00,swipe,0
6037b746-a2df-41da-bf9e-45ce8f53730b,user_036776,user_002587,2026-02-21T16:36:00,dates,0
ef328536-93f6-40a6-bc3b-dae94f27b444,user_048468,user_033031,2026-04-06T18:12:00,dates,1
f3c2caeb-12cc-4caa-8420-381c3341ccf1,user_008894,user_045112,2026-03-18T21:42:00,dates,1
4afa1a21-091c-4c9c-a3b4-38391563dbaa,user_006021,user_011405,2026-02-09T23:23:00,swipe,0
65573777-9a58-4dd0-be9a-59db97428d9f,user_006021,user_048466,2026-02-21T06:30:00,dates,0
6f84588a-1484-4c2b-8233-acad5d9f595a,user_045308,user_029808,2026-01-22T23:09:00,swipe,0
270e928d-4fb9-43c6-8a50-25566a5d0202,user_006035,user_005209,2026-04-22T18:46:00,dates,0
f5b8da83-1309-473c-bb84-727139ffeb9e,user_006035,user_001170,2026-03-04T17:43:00,dates,1
62135076-5671-4825-8317-cd27a9e3a6b0,user_032226,user_023599,2026-02-07T15:41:00,swipe,0
1290ed13-4e8b-4328-9017-835fec8a0d99,user_006018,user_016532,2026-03-16T09:02:00,dates,0
e09fee50-7aba-4204-8d1c-5bdd94e052fa,user_006018,user_010804,2026-01-30T08:23:00,swipe,0
0feca06a-7a1c-4e29-9e32-de5014cf3f5a,user_002792,user_032060,2026-04-26T18:58:00,dates,0
8dfe79b2-b9bf-441f-a81d-bcf0109f6f4b,user_005824,user_049337,2026-03-16T17:33:00,dates,0
33a9b6d2-a980-4600-909f-7ac8e5eeb6f1,user_030861,user_036055,2026-01-22T19:11:00,swipe,0
b4945ea7-cb9a-492f-8dd5-794e7bf5b98f,user_022080,user_022632,2026-01-02T09:07:00,swipe,1
37870e87-fd5b-462b-b488-9a009b7ae93e,user_017373,user_014289,2026-02-14T09:56:00,swipe,1
4d0a27c5-58fb-4c86-beea-0e943ac6d990,user_046365,user_031101,2026-04-01T00:35:00,dates,0
39119f17-a23d-4282-988c-a3d30bd567d4,user_023538,user_025298,2026-01-09T11:55:00,swipe,0
f79a47e4-c5bb-4f62-8b17-1246e922cd2f,user_043282,user_026274,2026-02-07T05:32:00,swipe,0
e6f2f0d3-f8f2-4268-8ea3-2d41e5d88253,user_043282,user_013164,2026-03-28T16:28:00,dates,0
f78fb822-059d-42d7-836c-43bf9e3396bd,user_037892,user_049062,2026-02-18T03:37:00,dates,0
5c9eb4c3-f134-4881-bb21-af786a0d437a,user_020934,user_023629,2026-01-05T15:42:00,swipe,0
e0cbf2c7-9225-4524-8a62-c6d4f51cb56e,user_024382,user_035111,2026-02-15T09:40:00,dates,0
53a91452-9726-4853-be97-2890f791550c,user_034856,user_048618,2026-02-26T22:38:00,dates,1
7226628c-b6e7-43a7-947e-ef40db1563d1,user_038537,user_000377,2026-04-30T09:14:00,dates,0
9e58c9d9-2386-4499-b106-8f5bdd9cfc6f,user_036673,user_036007,2026-01-09T06:18:00,swipe,1
15e89cb8-d65d-4d11-b222-b58fca0394bc,user_026594,user_036481,2026-04-28T17:29:00,dates,0
a4b8c993-bd20-403e-b53d-d5e0cb231865,user_048526,user_017968,2026-01-31T12:44:00,swipe,0
7ddda33a-1484-46da-81a8-fce4289ac3b2,user_048526,user_024196,2026-01-26T17:33:00,swipe,0
03611d46-3285-420c-b440-d26ac694e8d3,user_026696,user_002125,2026-04-30T20:27:00,dates,0
0c5a1394-5d0b-4c3a-ac1f-8d7b44c89b4c,user_026696,user_019035,2026-01-22T03:40:00,swipe,0
d99b78ab-1e3d-4dc9-b48f-5a0302c3c6f5,user_006017,user_032676,2026-03-25T12:54:00,dates,0
c2dfac75-d01b-4a01-9d9d-fb27f279fa91,user_006017,user_029078,2026-02-24T13:04:00,dates,1
f9c34172-c3a7-49d5-bd31-6ac78e3ced26,user_023030,user_039964,2026-03-25T12:52:00,dates,0
572f4f82-6469-456f-b789-3aa0a94ea054,user_023030,user_045203,2026-01-11T12:02:00,swipe,0
ba438332-ab0d-43f9-b2c9-a43e78f0d2fa,user_009507,user_022886,2026-04-05T23:58:00,dates,1
d3584449-2ac5-4a1a-81ed-d9733c4ffba9,user_027475,user_031008,2026-02-14T14:04:00,swipe,1
744634c7-1feb-47dd-bea8-69757ea4a2b9,user_027475,user_014140,2026-03-26T13:25:00,dates,0
fd0b63a6-4493-4db6-9f57-29ac333c4cba,user_001391,user_024340,2026-02-14T04:15:00,swipe,0
0e8be77a-0b55-4637-a13d-6541b3af2f29,user_037625,user_034643,2026-03-10T05:56:00,dates,0
f77972ee-fad7-4e99-9364-fbde8780b8ca,user_014758,user_000903,2026-03-17T22:10:00,dates,0
dcba921c-e889-48a8-afff-457b5b3943bc,user_026397,user_041630,2026-01-30T11:34:00,swipe,0
e3fcf5df-87fa-4f59-ae30-8465749bf50d,user_006809,user_026617,2026-02-02T04:30:00,swipe,0
3a0f8556-7dd4-405a-a056-57d4c1718ba6,user_009226,user_028646,2026-02-19T15:43:00,dates,0
2643bd03-480b-4413-8373-f7c545349aaa,user_009226,user_019195,2026-01-08T19:55:00,swipe,1
83b4a142-8af2-4087-ac1a-f991b3505865,user_048395,user_023778,2026-03-08T06:27:00,dates,0
1d38aa17-a3b2-42a6-a1dd-8accf4d721b9,user_006944,user_002309,2026-03-14T05:08:00,dates,0
eb8073d9-5f6c-47d6-9c4e-9b54fe50d570,user_023871,user_039502,2026-03-16T20:39:00,dates,0
84d9c51a-ff09-475f-914c-23dd3cd91ee3,user_029090,user_002414,2026-03-16T17:54:00,dates,0
7b642948-6812-415e-a5e6-53166a64de98,user_044713,user_017362,2026-01-17T06:39:00,swipe,0
a23351c3-3337-4873-81f7-02552dccdfe7,user_014344,user_027138,2026-03-10T07:38:00,dates,0
76dd2492-82a5-4a15-bca5-c89483a963ad,user_014344,user_047861,2026-04-16T08:48:00,dates,0
d4f5b8d2-9969-4c51-8085-02a9ba364102,user_014344,user_038990,2026-03-06T14:04:00,dates,0
26441de1-4c7c-4976-a6e8-aca23e3c6c91,user_005072,user_049998,2026-04-24T03:44:00,dates,0
b5dd3818-b994-4bd5-ba7f-085d7efc1764,user_005072,user_018509,2026-01-01T17:40:00,swipe,0
83f74956-6843-477d-b721-687cea931508,user_024122,user_045085,2026-03-20T02:42:00,dates,0
038333f3-9816-4b02-92d2-7c14d71ff2c5,user_024122,user_035466,2026-03-18T15:30:00,dates,0
1add7f55-0942-4bcc-af2b-4f28c3999399,user_048810,user_013887,2026-03-24T17:36:00,dates,0
d909ee1b-d00f-48c8-9f22-32d912f46b28,user_017821,user_010136,2026-04-02T03:19:00,dates,0
004828a7-fdb3-4c4d-bbfc-ef1d92b7a94e,user_030580,user_032047,2026-04-13T01:09:00,dates,1
2f71f116-be65-48ed-98b4-14bba4bbda2e,user_015657,user_033561,2026-01-01T05:57:00,swipe,0
7905af7a-af65-4cf9-9216-078afe9bc37f,user_000148,user_023175,2026-02-14T05:48:00,swipe,0
223378b9-f151-45d5-996a-80805dcb466a,user_003212,user_017046,2026-03-02T16:52:00,dates,0
84df03f1-7ca1-46ca-aa01-b429e980eafa,user_002355,user_042024,2026-01-31T19:24:00,swipe,0
60cdb77b-cc26-461b-81d0-6facd7450fb4,user_002355,user_022109,2026-03-10T20:10:00,dates,0
8c6558ec-ce88-4f6c-be15-1d57fb6201f9,user_031521,user_008217,2026-04-06T01:09:00,dates,0
26101c3d-e925-4cd0-bd9e-97ca9887a705,user_048791,user_030871,2026-03-12T23:47:00,dates,0
e07fb8e6-2214-4c8d-bc61-67965a9d2cbb,user_036586,user_048427,2026-03-30T05:47:00,dates,1
5e5cbc09-4c8d-469b-939e-9a053ac992c6,user_010466,user_040875,2026-03-12T01:11:00,dates,0
7411f26d-fbce-438b-9a46-bfdb2777db2f,user_007822,user_029722,2026-03-29T05:21:00,dates,0
e505bc85-6e5d-42e6-8d5a-91d56f2e2555,user_012729,user_022963,2026-04-05T22:22:00,dates,0
37110017-7d68-4e07-a213-77bbeabfae81,user_037613,user_049635,2026-02-26T15:41:00,dates,0
2467a282-8cb9-4755-bbaf-5caeacd337af,user_037613,user_020473,2026-02-27T09:55:00,dates,0
22fc59ff-a834-4c07-a46e-cdee208b20cf,user_039484,user_000468,2026-02-25T01:51:00,dates,0
bff347ae-e812-4a2c-8964-f28e7d178dda,user_008884,user_030482,2026-04-08T00:16:00,dates,0
512954a0-f681-4b92-8537-7eec01bc1926,user_008884,user_036313,2026-02-26T09:58:00,dates,0
29bce91f-795d-43c5-a38c-aa3b8f349494,user_023464,user_019324,2026-03-31T05:40:00,dates,0
769f4dd5-9f1b-4748-9d10-63ab017add5c,user_015758,user_029085,2026-01-01T23:47:00,swipe,0
fdafe92f-cbd1-49dd-bb6d-871c8c213124,user_029645,user_008012,2026-02-04T05:00:00,swipe,0
334cf3d0-2527-4439-9174-a5ae5e2b1cf4,user_020816,user_030811,2026-03-10T23:26:00,dates,0
cb3a7f2b-2413-4c19-a391-455e8f41c382,user_006235,user_026137,2026-04-17T21:56:00,dates,0
71862742-d1c0-4cb7-8e77-2412274ec583,user_031990,user_013486,2026-01-20T02:27:00,swipe,0
1ebe3fc8-09a7-4abc-b828-c0a7fb33389f,user_010528,user_035608,2026-02-16T13:17:00,dates,0
81b3a91f-7364-4954-a083-b2f4a9df5281,user_010528,user_028065,2026-02-20T05:51:00,dates,0
9ddaab57-289c-4f8f-9222-dd9de9b8a6d5,user_018601,user_007306,2026-03-14T02:08:00,dates,0
8a056557-b33f-4eba-a9d4-b4a354d39dda,user_018601,user_045581,2026-03-02T01:43:00,dates,0
09d3b7d9-428b-4420-b0ca-c9301f4c5bd8,user_024115,user_032012,2026-04-28T08:17:00,dates,0
762ad7fb-4e4a-4084-b626-19cd5f20388a,user_033499,user_031315,2026-03-28T21:28:00,dates,0
7782651b-5447-4fa4-88f3-5799330f6471,user_021780,user_022822,2026-03-21T02:23:00,dates,0
498512b7-cf5e-44df-8182-a41d10ae2426,user_034080,user_038208,2026-01-11T05:02:00,swipe,0
98e25ffe-4e24-4457-b144-81d12ac15e8e,user_034080,user_006795,2026-02-14T12:04:00,swipe,0
34289149-0f55-4aa9-8930-d3b53afff034,user_034080,user_003325,2026-03-19T13:17:00,dates,0
75e80477-0720-4050-ad04-4e32715b5fc8,user_014710,user_031460,2026-04-13T12:15:00,dates,0
acd18f1f-5cf8-4819-b841-5ffe978ba261,user_037173,user_012177,2026-03-28T08:41:00,dates,0
cf51a7d7-790b-4ee8-91e9-6bf3112b9291,user_028749,user_004431,2026-03-01T17:42:00,dates,0
f82b36b6-f2a2-4b6c-8a56-73b392604736,user_026511,user_011744,2026-01-24T16:10:00,swipe,0
10340058-1def-47c7-878f-e6ea97140e31,user_026511,user_047787,2026-02-20T12:31:00,dates,0
35c5e3b8-487a-4cfe-8bde-2c167e11cbff,user_046359,user_006575,2026-04-16T12:39:00,dates,0
0e978cf4-ee83-40d0-85e6-3df9ccdc0c86,user_016387,user_038685,2026-03-18T01:29:00,dates,0
f79b83b8-9d1c-4e83-8ce7-0ae61cb3c42b,user_034166,user_012473,2026-01-16T10:20:00,swipe,0
705f1934-db1e-4588-b985-c0103ff24d96,user_012754,user_008322,2026-04-11T11:03:00,dates,0
73f23802-102a-4a6b-806c-74a1b5c9fef4,user_031728,user_046957,2026-03-10T04:56:00,dates,0
c47640f2-08ad-4833-9ce7-6062fb363193,user_031728,user_041664,2026-01-06T08:59:00,swipe,0
294faf02-72d7-4d04-89bb-d98f8fb2acc0,user_031728,user_020564,2026-01-24T03:55:00,swipe,0
ada9612a-390a-4cc1-96cf-4747b4d684e3,user_019246,user_048986,2026-01-12T22:29:00,swipe,0
c33c58e0-b769-47e2-a696-d25346ab5ef6,user_024469,user_048348,2026-03-18T23:28:00,dates,0
4849c3d7-f744-436f-a5fd-067c0da9ab42,user_045638,user_008818,2026-03-19T09:28:00,dates,0
38ba6c70-e599-45a9-a706-fc3226d733e7,user_045880,user_007347,2026-01-14T23:33:00,swipe,0
08325a8b-d99f-4d7d-a2be-c6fee6cc527a,user_020965,user_041016,2026-01-29T17:21:00,swipe,0
51bb9d1c-f087-44ae-93e3-4d85388e1ccc,user_030033,user_038269,2026-01-21T10:09:00,swipe,1
747c87d5-8737-48b7-876c-1c8821dc1d8b,user_005866,user_019618,2026-04-25T08:37:00,dates,1
4271cb11-280a-45cf-9bae-c85d7175172d,user_048872,user_036724,2026-01-14T21:16:00,swipe,0
b838ce36-b76f-41e3-af63-781cc92a7536,user_028881,user_009701,2026-04-09T09:45:00,dates,0
e24fa9ed-25f4-4ce0-9fa8-9bd2e682a918,user_049546,user_029382,2026-01-12T12:32:00,swipe,0
c8f07257-2b05-4247-b0bc-60909da26fd1,user_049546,user_023268,2026-02-26T01:02:00,dates,0
61a3d324-68f3-4a23-808f-eac4773b9782,user_027239,user_045210,2026-04-03T08:16:00,dates,0
5c8671a8-2abc-49ba-866f-88fe44a07df4,user_018354,user_036459,2026-01-04T08:33:00,swipe,0
bafd0f10-02b5-4132-912f-b584978875b7,user_049515,user_001498,2026-03-24T22:51:00,dates,0
c07201f7-a937-4db8-ac1c-3398b053fd0a,user_041390,user_044615,2026-01-23T08:45:00,swipe,0
2a37d049-8050-48c2-8004-1d9a340a71b2,user_027879,user_038139,2026-03-29T03:12:00,dates,0
20c82b64-634f-4d4f-bc76-8b9067ef0957,user_017805,user_027990,2026-04-06T08:28:00,dates,0
347ffb08-3860-4631-b807-2cb0ba446d7e,user_007842,user_014140,2026-01-13T23:32:00,swipe,0
817ec7ad-e8ff-4717-9eb0-361234938673,user_015923,user_017226,2026-04-21T08:03:00,dates,0
9dac7ba4-4814-4aea-89c8-2d06df17ba03,user_015923,user_030288,2026-04-08T15:14:00,dates,0
b61dc690-1218-4671-860d-5885c3879cf7,user_020034,user_016634,2026-01-05T05:56:00,swipe,0
3e821335-8c4b-44d1-a3d2-a4e1415224a8,user_014488,user_047909,2026-02-01T18:26:00,swipe,1
c77fc5a6-e282-492a-9f36-1e1561b91be4,user_044236,user_009410,2026-01-30T07:15:00,swipe,0
0feb2456-bea8-4549-82b0-524810f46315,user_044236,user_047101,2026-02-20T02:42:00,dates,0
6746f3e6-19c8-4ea1-9f66-3d5f97644c9d,user_048651,user_035283,2026-01-26T17:33:00,swipe,0
97446526-7a98-4e70-810d-46fc6eabed75,user_036236,user_024718,2026-01-14T14:34:00,swipe,1
55857086-a61d-4746-b00f-72f7a0499141,user_021070,user_045120,2026-01-09T21:58:00,swipe,0
901ce2d9-c61f-4db0-a999-79866d0a4c70,user_009524,user_023436,2026-04-24T04:36:00,dates,0
f34ba6a4-c8f1-49e2-80ba-b5cb122b7807,user_009524,user_013699,2026-01-31T21:11:00,swipe,0
45c9a450-e577-44c8-89fd-92d75f769907,user_032756,user_027188,2026-04-14T04:50:00,dates,0
bf91b113-c295-4bef-b38d-b2bd24ab901d,user_032756,user_029698,2026-01-01T08:07:00,swipe,0
de6403f3-3aeb-4a79-8176-405fd96fd225,user_008038,user_004204,2026-01-02T13:40:00,swipe,0
e8f7b9a7-d2ed-4efc-b7f8-f6e27b3713d8,user_045786,user_020291,2026-04-18T16:35:00,dates,0
a154ed55-05cd-438e-bffe-a8f9ee2614e1,user_007625,user_036816,2026-03-23T22:52:00,dates,1
744a7a44-e515-461a-99cf-accbd930e097,user_013662,user_032238,2026-02-13T13:44:00,swipe,0
60aad627-7a44-4e62-a6f4-0dc64fc6c4b5,user_037737,user_002860,2026-04-28T13:28:00,dates,0
7ec95ac5-5cc9-4fe8-8d7e-bd62d6e8240b,user_016287,user_018376,2026-02-28T15:56:00,dates,0
6a2830f4-2323-440f-abac-4c3f537b21a4,user_032685,user_015957,2026-02-16T04:08:00,dates,0
0a2a1652-7aed-43c5-8c9c-8dba838f4f8c,user_032685,user_009457,2026-04-18T07:06:00,dates,0
940c2e1c-a48b-41c6-9d52-b77b51225c5d,user_046434,user_009711,2026-03-03T10:16:00,dates,0
bebec7a2-6a2c-42c1-a144-b3594536e74d,user_034568,user_042606,2026-03-06T18:35:00,dates,0
481491c8-bb9a-4eee-b315-4d9086a0eaea,user_001031,user_037044,2026-02-15T14:48:00,dates,0
0dec8d26-2c04-4c4b-a236-d124834232e8,user_011762,user_000349,2026-02-13T16:17:00,swipe,0
c29881b8-62b4-4c66-9320-9a75a89c72c0,user_011762,user_017224,2026-02-03T11:19:00,swipe,0
fce5061c-66fe-499c-9b6f-a06ab8713c93,user_035897,user_008290,2026-03-16T08:18:00,dates,0
5577cf46-25c4-4f6b-bc70-b88079a5ed90,user_014493,user_021523,2026-01-01T11:57:00,swipe,0
3ea479dc-f65b-429b-800b-3f5892b4ed26,user_025086,user_010788,2026-01-11T04:53:00,swipe,0
751db4a8-7681-4747-989f-1c9f973e288c,user_025086,user_023641,2026-03-20T18:41:00,dates,0
a8d6b46a-787a-4bc0-b7b4-6af21f9f0630,user_020396,user_033433,2026-03-07T20:59:00,dates,0
